country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	13_17	13-17	229	104	300233	117106	663	19
EE	Estonia	18_24	18-24	1965	476	3915832	1427224	20652	2738
EE	Estonia	25_34	25-34	2175	528	4766028	1759554	26558	3903
EE	Estonia	35_44	35-44	2142	520	3316643	1189747	19756	2726
EE	Estonia	45_54	45-54	2037	494	2212734	766437	13419	1601
EE	Estonia	55_64	55-64	1516	454	1506550	505917	8813	710
EE	Estonia	65_	65+	1350	402	1001624	331127	5993	451
