audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	SI	Slovenia	1745	467	2280933	847473	11106	1482
m25_34	male (25-34)	SI	Slovenia	1952	525	2222648	813181	11092	1448
f18_24	female (18-24)	SI	Slovenia	1849	480	1949385	744297	9293	1356
m35_44	male (35-44)	SI	Slovenia	1883	512	1733923	611012	7914	967
f25_34	female (25-34)	SI	Slovenia	2083	536	1648325	652129	7890	1219
f35_44	female (35-44)	SI	Slovenia	2000	522	1321243	519047	5967	922
m45_54	male (45-54)	SI	Slovenia	1812	490	1151315	380473	5378	494
f45_54	female (45-54)	SI	Slovenia	1927	498	891423	333482	4118	496
m55_64	male (55-64)	SI	Slovenia	1374	456	636875	185310	3349	86
f55_64	female (55-64)	SI	Slovenia	1440	463	631910	210203	3216	147
f65_	female (65+)	SI	Slovenia	1268	410	372483	125543	2090	87
m65_	male (65+)	SI	Slovenia	1235	407	352961	106743	2188	54
f13_17	female (13-17)	SI	Slovenia	251	98	129396	47671	460	8
m13_17	male (13-17)	SI	Slovenia	239	94	74958	28003	301	9
u35_44	unknown (35-44)	SI	Slovenia	1716	462	48726	18179	234	31
u25_34	unknown (25-34)	SI	Slovenia	1736	465	43672	16404	205	29
u45_54	unknown (45-54)	SI	Slovenia	1535	421	13673	4850	67	8
u18_24	unknown (18-24)	SI	Slovenia	1343	375	9931	3707	47	7
u65_	unknown (65+)	SI	Slovenia	957	346	3872	1182	22	0
u55_64	unknown (55-64)	SI	Slovenia	1007	372	3544	1052	18	0
u13_17	unknown (13-17)	SI	Slovenia	168	78	417	156	1	0
