audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	AT	Austria	177	66	812164	299846	6616	1021
m35_44	male (35-44)	AT	Austria	168	65	593101	218600	4710	759
f25_34	female (25-34)	AT	Austria	176	66	503923	195281	3589	541
m18_24	male (18-24)	AT	Austria	167	64	474428	166306	4287	601
m45_54	male (45-54)	AT	Austria	163	60	473045	167256	3982	620
f35_44	female (35-44)	AT	Austria	169	65	387895	151421	2758	432
f45_54	female (45-54)	AT	Austria	163	60	386149	143535	3014	468
f18_24	female (18-24)	AT	Austria	166	64	354812	121497	3267	395
f55_64	female (55-64)	AT	Austria	161	59	273902	97212	2329	357
m55_64	male (55-64)	AT	Austria	160	60	260241	89001	2317	352
f65_	female (65+)	AT	Austria	151	54	122127	42829	1143	170
m65_	male (65+)	AT	Austria	150	54	113235	38974	1064	161
f13_17	female (13-17)	AT	Austria	81	33	52955	15906	582	42
m13_17	male (13-17)	AT	Austria	82	34	48889	15558	487	44
u35_44	unknown (35-44)	AT	Austria	119	54	7598	2862	63	10
u25_34	unknown (25-34)	AT	Austria	126	57	7036	2672	59	8
u45_54	unknown (45-54)	AT	Austria	110	50	3831	1367	34	5
u55_64	unknown (55-64)	AT	Austria	90	36	1653	571	16	2
u65_	unknown (65+)	AT	Austria	92	41	1652	595	16	2
u18_24	unknown (18-24)	AT	Austria	88	46	1082	391	12	1
u13_17	unknown (13-17)	AT	Austria	31	19	140	47	1	0
