country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	harju_county	Harju County	2053	492	4251959	1516067	24531	3086
EE	Estonia	tartu_county	Tartu County	1646	371	556631	189634	2929	362
EE	Estonia	parnu_county	Pärnu County	1244	265	253669	95450	1885	249
EE	Estonia	laane_viru_county	Lääne-Viru County	1055	221	218623	58125	1488	18
EE	Estonia	ida_viru_county	Ida-Viru County	1118	256	95384	26033	940	26
EE	Estonia	viljandi_county	Viljandi County	1063	222	80196	22446	1026	15
EE	Estonia	jarva_county	Järva County	909	180	50718	18012	646	4
EE	Estonia	voru_county	Võru County	917	194	43064	10010	315	6
EE	Estonia	laane_county	Lääne County	865	180	30648	12748	243	2
EE	Estonia	saare_county	Saare County	860	176	29364	9801	253	4
EE	Estonia	polva_county	Põlva County	756	158	14250	3365	152	2
EE	Estonia	rapla_county	Rapla County	846	187	13470	3547	264	3
EE	Estonia	jogeva_county	Jõgeva County	824	163	6691	2052	47	2
EE	Estonia	valga_county	Valga County	805	174	5204	1691	36	2
EE	Estonia	hiiu_county	Hiiu County	560	125	1327	335	4	0
