gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	LV	Latvia	2278	579	9929460	3449005	48562	5034
m	male	LV	Latvia	2118	564	8136895	2845180	37147	4376
u	unknown	LV	Latvia	1982	524	46150	16195	229	28
