audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BG	Bulgaria	2507	699	6854542	2873168	17670	2972
m25_34	male (25-34)	BG	Bulgaria	2772	767	5618161	2161647	18307	2856
f18_24	female (18-24)	BG	Bulgaria	2608	705	4574152	1957732	11954	1998
m35_44	male (35-44)	BG	Bulgaria	2745	757	4156334	1544301	13017	1652
m45_54	male (45-54)	BG	Bulgaria	2695	722	3896073	1387994	12242	1173
f55_64	female (55-64)	BG	Bulgaria	2339	680	3361116	1207563	11598	1053
f45_54	female (45-54)	BG	Bulgaria	2836	736	2982472	1106262	9578	1031
f25_34	female (25-34)	BG	Bulgaria	2914	778	2847386	1140667	9806	1488
m55_64	male (55-64)	BG	Bulgaria	2270	671	2726894	944406	9178	664
f35_44	female (35-44)	BG	Bulgaria	2876	760	2398384	930529	8045	1082
f65_	female (65+)	BG	Bulgaria	2017	602	2086249	732204	8026	643
m65_	male (65+)	BG	Bulgaria	1993	602	1399961	482396	5243	367
m13_17	male (13-17)	BG	Bulgaria	356	121	438678	194127	791	102
f13_17	female (13-17)	BG	Bulgaria	379	126	369766	162147	705	81
u35_44	unknown (35-44)	BG	Bulgaria	2327	661	58449	21697	218	34
u25_34	unknown (25-34)	BG	Bulgaria	2288	658	48346	18416	194	30
u45_54	unknown (45-54)	BG	Bulgaria	2108	590	23828	8657	92	13
u18_24	unknown (18-24)	BG	Bulgaria	1721	515	13623	5504	48	8
u65_	unknown (65+)	BG	Bulgaria	1442	473	11361	3969	45	4
u55_64	unknown (55-64)	BG	Bulgaria	1583	525	11090	3920	40	4
u13_17	unknown (13-17)	BG	Bulgaria	219	92	834	360	2	0
