recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	MT	Malta	434	83	1169086	399127	9710	515
rd2	Last 2 days	2019-05-16	2019-05-17	MT	Malta	511	88	2680374	891435	21000	1060
rd3	Last 3 days	2019-05-15	2019-05-17	MT	Malta	571	89	4413843	1438759	31118	1667
rd4	Last 4 days	2019-05-14	2019-05-17	MT	Malta	640	92	6273495	2008162	41448	2335
rd5	Last 5 days	2019-05-13	2019-05-17	MT	Malta	694	94	7904632	2521396	50474	2984
rd6	Last 6 days	2019-05-12	2019-05-17	MT	Malta	745	95	9504064	3040238	59009	3681
rw1	Last week	2019-05-11	2019-05-17	MT	Malta	820	100	12211570	4093327	72471	5437
rw2	Last 2 weeks	2019-05-04	2019-05-17	MT	Malta	1148	121	23406666	8030724	128756	11956
rw3	Last 3 weeks	2019-04-27	2019-05-17	MT	Malta	1506	166	29956576	10189543	157970	13988
rw4	Last 4 weeks	2019-04-20	2019-05-17	MT	Malta	1778	213	33054328	11214858	173870	15168
rm1	Last month	2019-04-18	2019-05-17	MT	Malta	1868	236	33414188	11324911	175887	15215
rm2	Last 2 months	2019-03-19	2019-05-17	MT	Malta	3173	595	41337285	13964887	213541	17519
rm3	Last 3 months	2019-02-17	2019-05-17	MT	Malta	3668	684	45526952	15365344	236860	19602
rm6	Last 6 months	2019-01-01	2019-05-17	MT	Malta	3976	727	50501085	17242966	267317	23666
