week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	EE	Estonia	413	67	7400900	2643925	41799	5872
w019	Week 19	2019-05-06	2019-05-12	EE	Estonia	458	79	7113902	2473008	44240	5834
w018	Week 18	2019-04-29	2019-05-05	EE	Estonia	344	87	3803361	1474677	25030	4476
w017	Week 17	2019-04-22	2019-04-28	EE	Estonia	298	82	451219	136725	1869	120
w016	Week 16	2019-04-15	2019-04-21	EE	Estonia	309	98	930859	344107	3547	379
w015	Week 15	2019-04-08	2019-04-14	EE	Estonia	415	158	653883	215376	3916	291
w014	Week 14	2019-04-01	2019-04-07	EE	Estonia	341	158	437093	143916	2523	189
w013	Week 13	2019-03-25	2019-03-31	EE	Estonia	268	135	382382	137176	1670	242
w012	Week 12	2019-03-18	2019-03-24	EE	Estonia	257	122	512556	187178	2688	417
w011	Week 11	2019-03-11	2019-03-17	EE	Estonia	161	74	281841	97175	1380	198
w010	Week 10	2019-03-04	2019-03-10	EE	Estonia	182	66	244960	84462	899	41
w009	Week 9	2019-02-25	2019-03-03	EE	Estonia	108	56	339762	115993	1531	83
w008	Week 8	2019-02-18	2019-02-24	EE	Estonia	90	46	233409	78174	1158	92
w007	Week 7	2019-02-11	2019-02-17	EE	Estonia	58	35	119812	44043	610	42
w006	Week 6	2019-02-04	2019-02-10	EE	Estonia	57	29	123144	30777	564	9
w005	Week 5	2019-01-28	2019-02-03	EE	Estonia	65	25	30063	10239	355	2
w004	Week 4	2019-01-21	2019-01-27	EE	Estonia	54	20	23011	6098	571	0
w003	Week 3	2019-01-14	2019-01-20	EE	Estonia	65	23	34345	12381	566	17
w002	Week 2	2019-01-07	2019-01-13	EE	Estonia	48	20	45659	10509	436	0
w001	Week 1	2019-01-01	2019-01-06	EE	Estonia	30	12	39196	9895	445	1
