country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	13_17	13-17	336	121	586530	257936	1094	100
BG	Bulgaria	18_24	18-24	2344	661	7097776	2894853	22325	3328
BG	Bulgaria	25_34	25-34	2616	731	5821019	2206879	22169	3405
BG	Bulgaria	35_44	35-44	2592	722	4222600	1525663	15636	1985
BG	Bulgaria	45_54	45-54	2542	691	4367234	1556480	15426	1561
BG	Bulgaria	55_64	55-64	2087	636	3858209	1337134	15007	1102
BG	Bulgaria	65_	65+	1822	567	2274202	775605	10040	686
