advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	SK	Slovakia	60	1	4875609	2270783	19961	4772
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	f	female	SK	Slovakia	74	1	1593644	539945	5269	511
European Commission		107898832590939	Facebook	f	female	SK	Slovakia	22	1	1314284	548460	3207	757
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	f	female	SK	Slovakia	242	1	1145871	322415	8348	294
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	f	female	SK	Slovakia	698	1	1142338	125086	67315	0
Miroslav Žiak		396331590493376	Facebook	f	female	SK	Slovakia	83	1	1036548	244061	6631	99
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f	female	SK	Slovakia	91	1	1003377	377384	5783	708
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	f	female	SK	Slovakia	59	1	945441	284632	3977	74
Ivan ŠTEFANEC		324560137683033	Facebook	f	female	SK	Slovakia	39	1	859463	313361	3348	683
Plamienok n.o.		174988447418	Facebook	f	female	SK	Slovakia	6	1	843774	357244	1443	450
Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	f	female	SK	Slovakia	47	1	843105	264081	5942	1413
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	f	female	SK	Slovakia	105	1	838876	252737	7358	786
Nagy József		128401833854581	Facebook	f	female	SK	Slovakia	4	1	791673	319396	1029	186
Milan Uhrík - poslanec NR SR		193258414360612	Facebook	f	female	SK	Slovakia	7	1	788555	356190	4027	890
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	f	female	SK	Slovakia	44	1	684742	177068	2616	0
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	f	female	SK	Slovakia	34	1	585374	196144	3435	567
Sme rodina		600235073447674	Facebook	f	female	SK	Slovakia	3	1	555659	217197	846	319
Boris Kollar	Sme rodina	1464024763918594	Facebook	f	female	SK	Slovakia	2	1	540592	216237	1080	540
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	f	female	SK	Slovakia	13	1	519270	177970	1666	225
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	f	female	SK	Slovakia	126	1	517920	171669	4961	177
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	f	female	SK	Slovakia	46	1	462934	157371	2398	265
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	f	female	SK	Slovakia	31	1	411019	127762	1189	0
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	f	female	SK	Slovakia	37	1	381769	120681	1745	75
Ľubomír Šesták - volím č.8	Sestak Lubomir	713479689049720	Facebook	f	female	SK	Slovakia	33	1	370147	77734	1425	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	f	female	SK	Slovakia	28	1	369893	89579	1412	0
