advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	u	unknown	CZ	Czechia	664	1	29967	7992	154	38
European Parliament		178362315106	Facebook	u	unknown	CZ	Czechia	91	1	27521	12384	143	39
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	u	unknown	CZ	Czechia	101	1	25728	9914	81	20
Kialo		729627343834501	Facebook	u	unknown	CZ	Czechia	353	1	18334	7274	131	32
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	u	unknown	CZ	Czechia	39	1	13925	4022	67	16
HLAS	První prezidentská	320144481956623	Facebook	u	unknown	CZ	Czechia	102	1	11531	3069	33	10
TOP 09	TOP 09	90002267161	Facebook	u	unknown	CZ	Czechia	19	1	9411	3729	18	5
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	u	unknown	CZ	Czechia	77	1	9005	2767	20	5
Evropa společně	Evropa společně	535611970260854	Facebook	u	unknown	CZ	Czechia	58	1	8157	2534	33	5
European Commission		107898832590939	Facebook	u	unknown	CZ	Czechia	21	1	7914	3617	30	7
Tomáš Zdechovský		275042429350706	Facebook	u	unknown	CZ	Czechia	25	1	7356	3247	40	10
Pavel Poc	Poc Pavel	202974613060409	Facebook	u	unknown	CZ	Czechia	19	1	7052	2816	22	5
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	u	unknown	CZ	Czechia	41	1	6841	2682	22	5
Jan Zahradil		400970967000022	Facebook	u	unknown	CZ	Czechia	15	1	6824	2359	27	6
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	u	unknown	CZ	Czechia	91	1	6660	1792	7	1
Roman Kriz	Kriz Roman	382745889213194	Facebook	u	unknown	CZ	Czechia	112	1	6430	1483	24	5
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	u	unknown	CZ	Czechia	34	1	5560	1612	27	8
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	u	unknown	CZ	Czechia	16	1	5247	1980	17	4
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	u	unknown	CZ	Czechia	16	1	5098	1644	11	4
KDU-ČSL	KDU-ČSL	251656685576	Facebook	u	unknown	CZ	Czechia	35	1	4299	1777	12	2
Daniel Herman		378072105614553	Facebook	u	unknown	CZ	Czechia	10	1	3677	1363	4	1
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	u	unknown	CZ	Czechia	24	1	3602	967	13	2
European Greens	European Greens	141366725876424	Facebook	u	unknown	CZ	Czechia	8	1	3262	1363	8	3
Andrej Babiš	ANO	214827221987263	Facebook	u	unknown	CZ	Czechia	5	1	3178	1589	11	2
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	u	unknown	CZ	Czechia	49	1	3072	790	6	1
