gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	CZ	Czechia	5819	936	32771149	11423042	119933	30436
m	male	CZ	Czechia	5738	927	47508557	16369086	187133	45021
u	unknown	CZ	Czechia	4516	855	304488	104272	1243	303
