recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	HR	Croatia	45	23	696558	316437	2169	512
rd2	Last 2 days	2019-05-25	2019-05-26	HR	Croatia	73	36	1528830	689706	4654	1107
rd3	Last 3 days	2019-05-24	2019-05-26	HR	Croatia	348	92	7062347	2804227	23234	4627
rd4	Last 4 days	2019-05-23	2019-05-26	HR	Croatia	433	98	12576949	4922116	42837	7861
rd5	Last 5 days	2019-05-22	2019-05-26	HR	Croatia	502	104	17939748	6980530	61008	10575
rd6	Last 6 days	2019-05-21	2019-05-26	HR	Croatia	537	108	21946267	8461887	75532	12490
rw1	Last week	2019-05-20	2019-05-26	HR	Croatia	562	109	24909773	9553941	85472	13530
rw2	Last 2 weeks	2019-05-13	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rw3	Last 3 weeks	2019-05-06	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rw4	Last 4 weeks	2019-04-29	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rm1	Last month	2019-04-27	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rm2	Last 2 months	2019-03-28	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rm3	Last 3 months	2019-02-26	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
rm6	Last 6 months	2019-01-01	2019-05-26	HR	Croatia	592	112	28163422	10802015	95575	14784
