advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	50_100	50 - 100	PL	Poland	58	1	1152345	282865	3359	673
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	50_100	50 - 100	PL	Poland	33	1	803144	162129	1911	382
Krzysztof Hetman	Krzysztof Hetman KKW Koalicja Europejska PO PSL SLD .N Zieloni	1607487699534202	Facebook	50_100	50 - 100	PL	Poland	27	1	723940	174747	1564	313
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	50_100	50 - 100	PL	Poland	23	1	537779	140385	1329	266
Gazeta Wyborcza	Gazeta Wyborcza	63563473556	Facebook	50_100	50 - 100	PL	Poland	18	1	523773	149655	1042	208
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	50_100	50 - 100	PL	Poland	20	1	439335	92362	1159	232
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	50_100	50 - 100	PL	Poland	16	1	399415	79884	927	185
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	50_100	50 - 100	PL	Poland	12	1	374434	119823	695	139
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	50_100	50 - 100	PL	Poland	17	1	346865	103799	984	197
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	50_100	50 - 100	PL	Poland	15	1	334509	69899	869	174
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	50_100	50 - 100	PL	Poland	19	1	332011	75391	1101	220
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	50_100	50 - 100	PL	Poland	12	1	329111	97276	694	139
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	50_100	50 - 100	PL	Poland	24	1	314533	80883	1391	278
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	50_100	50 - 100	PL	Poland	21	1	309484	67890	1217	243
Koalicja Europejska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	3116013818724635	Facebook	50_100	50 - 100	PL	Poland	14	1	308560	64709	809	162
Konstanty Radziwiłł	KW PRAWO I SPRAWIEDLIWOŚĆ	928240283878303	Facebook	50_100	50 - 100	PL	Poland	16	1	299559	67402	927	185
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	50_100	50 - 100	PL	Poland	10	1	299400	89821	579	116
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	50_100	50 - 100	PL	Poland	16	1	298849	67260	925	185
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	50_100	50 - 100	PL	Poland	14	1	283641	58202	808	162
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	50_100	50 - 100	PL	Poland	12	1	279273	57353	694	139
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	50_100	50 - 100	PL	Poland	13	1	264611	57417	753	150
Dobromir Sośnierz	KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY	1389430631355482	Facebook	50_100	50 - 100	PL	Poland	12	1	259611	54919	695	139
Stanisław Tyszka - Kukiz'15	Komitet Wyborczy Wyborców KUKIZ15	930978763646427	Facebook	50_100	50 - 100	PL	Poland	19	1	254622	67402	1101	220
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	50_100	50 - 100	PL	Poland	12	1	239647	52424	695	139
Janka Ochojska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	573994789747274	Facebook	50_100	50 - 100	PL	Poland	12	1	219192	49830	694	139
