country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	england	England	51297	4800	715037272	241477185	9105352	1210450
UK	United Kingdom	scotland	Scotland	20388	2234	28628073	9577676	335225	47075
UK	United Kingdom	wales	Wales	22727	2313	24645416	7584107	319565	38267
UK	United Kingdom	northern_ireland	Northern Ireland	15841	1943	8262927	2623106	119577	7521
