gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FR	France	11867	3089	123097740	47392584	983781	161564
m	male	FR	France	11232	2956	108351742	42303436	863203	150660
u	unknown	FR	France	9949	2799	2167092	797674	19129	2867
