advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
déi gréng	déi gréng	21710789873	Facebook	f	Facebook	LU	Luxembourg	46	1	4188874	1755981	20953	6299
European Parliament		178362315106	Facebook	f	Facebook	LU	Luxembourg	147	1	3982657	1517376	21909	2910
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	f	Facebook	LU	Luxembourg	134	1	3980552	1248713	20454	1799
Greenpeace Luxembourg		67370457805	Facebook	f	Facebook	LU	Luxembourg	135	1	2179741	589989	15348	499
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	f	Facebook	LU	Luxembourg	28	1	994341	279506	3161	100
Charles Goerens		441313569220539	Facebook	f	Facebook	LU	Luxembourg	30	1	879190	223589	3491	199
déi Lénk	déi Lénk	120444648033670	Facebook	f	Facebook	LU	Luxembourg	21	1	685809	201939	3276	299
Dan Kersch		231839814316073	Facebook	f	Facebook	LU	Luxembourg	34	1	639859	193946	3364	0
Piraten Lëtzebuerg		183148710560	Facebook	f	Facebook	LU	Luxembourg	43	1	594774	168921	4254	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	f	Facebook	LU	Luxembourg	33	1	505966	113999	3267	0
CSV	CSV	56016549775	Facebook	f	Facebook	LU	Luxembourg	40	1	443959	119999	3959	0
European Greens		141366725876424	Facebook	f	Facebook	LU	Luxembourg	36	1	281226	105555	2338	484
Kialo		729627343834501	Facebook	f	Facebook	LU	Luxembourg	341	1	168862	70652	1036	256
Unis pour les Droits Humains		1642871805813802	Facebook	f	Facebook	LU	Luxembourg	17	1	133909	58679	130	4
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	LU	Luxembourg	41	1	117368	49801	263	57
Volt Luxembourg	Volt Luxembourg	766459183561998	Facebook	f	Facebook	LU	Luxembourg	12	1	102857	25934	1164	0
Chris Bernard		764820513891336	Facebook	f	Facebook	LU	Luxembourg	21	1	101946	22993	2078	0
Jonk Piraten		194441573983035	Facebook	f	Facebook	LU	Luxembourg	3	1	100906	19981	296	0
European Investment Bank		350888674962511	Facebook	f	Facebook	LU	Luxembourg	1	1	99999	49999	499	100
LassosOfficiel		1747488868689379	Facebook	f	Facebook	LU	Luxembourg	1	1	79049	39525	78	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	f	Facebook	LU	Luxembourg	7	1	67977	12996	692	0
Médecins Sans Frontières - Luxembourg		128091485223	Facebook	f	Facebook	LU	Luxembourg	3	1	64996	15999	696	99
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f	Facebook	LU	Luxembourg	65	1	60043	25174	322	38
Roy Reding		734660406636837	Facebook	f	Facebook	LU	Luxembourg	3	1	59996	11999	297	0
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	f	Facebook	LU	Luxembourg	2	1	50998	10000	198	0
