impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	155	1	773972	154825	5662	976
1k_5k	1k - 5k	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	110	1	549889	109999	6184	1218
1k_5k	1k - 5k	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	82	1	409727	81961	2038	200
1k_5k	1k - 5k	DK	Denmark	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	50	1	249847	49979	3071	602
1k_5k	1k - 5k	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	48	1	239853	47980	1225	147
1k_5k	1k - 5k	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	38	1	189962	37999	2391	508
1k_5k	1k - 5k	DK	Denmark	Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	33	1	164966	32999	1476	66
1k_5k	1k - 5k	DK	Denmark	Lars Chr. Lilleholt		1408142216156387	Facebook	32	1	159182	31842	2806	0
1k_5k	1k - 5k	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	30	1	149969	29999	1268	254
1k_5k	1k - 5k	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	28	1	139972	27999	1442	267
1k_5k	1k - 5k	DK	Denmark	Marianne Vind	Marianne Vind	329236874385098	Facebook	28	1	139972	28000	1710	334
1k_5k	1k - 5k	DK	Denmark	Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	25	1	124975	25000	1456	281
1k_5k	1k - 5k	DK	Denmark	Laura Lindahl	Laura Lindahl	504310436316194	Facebook	25	1	124975	25000	1603	428
1k_5k	1k - 5k	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	25	1	124974	25000	1295	241
1k_5k	1k - 5k	DK	Denmark	European Parliament		178362315106	Facebook	25	1	124972	24999	2474	0
1k_5k	1k - 5k	DK	Denmark	Mette Thiesen	Mette Thiesen	718327901589937	Facebook	24	1	119695	23943	1666	374
1k_5k	1k - 5k	DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	21	1	104774	20959	1025	186
1k_5k	1k - 5k	DK	Denmark	Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	20	1	99980	20000	1068	200
1k_5k	1k - 5k	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	20	1	99949	19993	425	40
1k_5k	1k - 5k	DK	Denmark	Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	19	1	94250	18853	1620	599
1k_5k	1k - 5k	DK	Denmark	Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	17	1	84983	17000	653	107
1k_5k	1k - 5k	DK	Denmark	Red Barnet		67571270393	Facebook	17	1	84983	17000	975	187
1k_5k	1k - 5k	DK	Denmark	Kim Valentin	Valentin Kim	362875644473220	Facebook	17	1	84587	16920	756	132
1k_5k	1k - 5k	DK	Denmark	Mai Mercado		397094903687472	Facebook	16	1	79984	16000	587	93
1k_5k	1k - 5k	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	16	1	79984	16000	694	120
