age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
65_	65+	CY	Cyprus	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	73	1	232635	70832	865	28
65_	65+	CY	Cyprus	Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	19	1	141392	31424	461	25
65_	65+	CY	Cyprus	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	48	1	117113	24829	408	0
65_	65+	CY	Cyprus	European Parliament Office in Cyprus		205478755729	Facebook	5	1	116621	37655	375	47
65_	65+	CY	Cyprus	Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	22	1	97517	22834	241	0
65_	65+	CY	Cyprus	Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	21	1	90269	20068	299	0
65_	65+	CY	Cyprus	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	53	1	84467	17960	346	0
65_	65+	CY	Cyprus	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	23	1	79034	17054	343	0
65_	65+	CY	Cyprus	Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	17	1	77879	32590	255	27
65_	65+	CY	Cyprus	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	14	1	76395	34301	278	40
65_	65+	CY	Cyprus	Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	28	1	74037	16885	430	0
65_	65+	CY	Cyprus	Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	38	1	71751	20924	716	0
65_	65+	CY	Cyprus	UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	7	1	45811	19517	87	5
65_	65+	CY	Cyprus	Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	12	1	38807	8343	235	0
65_	65+	CY	Cyprus	Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	9	1	32577	8963	94	0
65_	65+	CY	Cyprus	AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	6	1	31934	14666	79	8
65_	65+	CY	Cyprus	Union of Cypriots - Kıbrıslılar Birliği - Ένωσις Κυπρίων		2000341880290773	Facebook	6	1	31186	7340	57	10
65_	65+	CY	Cyprus	Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	6	1	28984	5797	89	0
65_	65+	CY	Cyprus	Dr. Eleni Stavrou		822417261217421	Facebook	6	1	27081	6467	81	0
65_	65+	CY	Cyprus	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	31	1	23591	10905	46	15
65_	65+	CY	Cyprus	Living and Working Abroad		134381223370615	Facebook	3	1	22153	6376	90	0
65_	65+	CY	Cyprus	Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	2	1	20285	9714	96	18
65_	65+	CY	Cyprus	VoteWatch Europe		355087424564148	Facebook	5	1	16095	6791	28	8
65_	65+	CY	Cyprus	Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	4	1	15948	5177	51	6
65_	65+	CY	Cyprus	Leyla Hüseyin Kıralp		405321523588438	Facebook	9	1	15535	4505	217	0
