recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	HU	Hungary	1108	145	19222755	7456421	72707	28058
rd2	Last 2 days	2019-05-25	2019-05-26	HU	Hungary	1313	173	42045121	16617930	151588	57357
rd3	Last 3 days	2019-05-24	2019-05-26	HU	Hungary	1454	181	62406438	24801186	221260	83077
rd4	Last 4 days	2019-05-23	2019-05-26	HU	Hungary	1564	189	79743576	31827525	276561	103226
rd5	Last 5 days	2019-05-22	2019-05-26	HU	Hungary	1684	205	95630123	38321222	325163	121168
rd6	Last 6 days	2019-05-21	2019-05-26	HU	Hungary	1754	209	108470232	43557344	366038	136313
rw1	Last week	2019-05-20	2019-05-26	HU	Hungary	1822	212	117839505	47422878	397347	147645
rw2	Last 2 weeks	2019-05-13	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rw3	Last 3 weeks	2019-05-06	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rw4	Last 4 weeks	2019-04-29	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rm1	Last month	2019-04-27	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rm2	Last 2 months	2019-03-28	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rm3	Last 3 months	2019-02-26	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
rm6	Last 6 months	2019-01-01	2019-05-26	HU	Hungary	1924	220	131012062	52901277	436241	163554
