advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	50_100	50 - 100	LV	Latvia	11	1	796	205	3	0
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	50_100	50 - 100	LV	Latvia	3	1	466	93	0	0
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	50_100	50 - 100	LV	Latvia	4	1	329	65	1	0
European Parliament	European Parliament	178362315106	Facebook	50_100	50 - 100	LV	Latvia	2	1	311	62	0	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	50_100	50 - 100	LV	Latvia	44	1	301	49	13	0
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	50_100	50 - 100	LV	Latvia	1	1	155	31	0	0
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	50_100	50 - 100	LV	Latvia	1	1	155	31	0	0
Agnese Villere Eiropas Parlamenta kandidāte	Jaunā konservatīvā partija	1086674038184163	Facebook	50_100	50 - 100	LV	Latvia	1	1	15	3	0	0
Rihards Kols	Rihards Kols	960297957323800	Facebook	50_100	50 - 100	LV	Latvia	1	1	3	0	0	0
Ringolds Arnitis		448951318909238	Facebook	50_100	50 - 100	LV	Latvia	1	1	3	0	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	50_100	50 - 100	LV	Latvia	2	1	0	0	0	0
