gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	HR	Croatia	European Parliament		178362315106	Facebook	38	1	3963565	1836371	12620	2779
f	female	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	60	1	1672186	670463	3219	183
f	female	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	26	1	1165416	400145	2640	304
f	female	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	50	1	868451	242838	2889	360
f	female	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	40	1	668847	232213	2111	204
f	female	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	22	1	641388	230363	1159	82
f	female	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	27	1	630077	198217	1255	39
f	female	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	13	1	576139	255930	2141	638
f	female	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	574406	287203	2555	511
f	female	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	74	1	512774	126348	3210	30
f	female	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	38	1	511868	129703	1365	0
f	female	HR	Croatia	Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	17	1	478689	161483	1024	93
f	female	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	11	1	432693	135234	671	42
f	female	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	391222	184930	1148	216
f	female	HR	Croatia	Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	19	1	364965	102965	1220	144
f	female	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	47	1	315922	148421	757	210
f	female	HR	Croatia	Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	10	1	305975	111106	969	69
f	female	HR	Croatia	Kialo		729627343834501	Facebook	317	1	283158	121094	1345	344
f	female	HR	Croatia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	26	1	270205	85963	670	54
f	female	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	14	1	232865	96378	881	78
f	female	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	16	1	212665	47874	655	0
f	female	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	7	1	200496	68822	447	42
f	female	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	3	1	160350	80175	115	0
f	female	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	15	1	143193	33635	980	119
f	female	HR	Croatia	Ranko Ostojić		414575348695604	Facebook	14	1	140044	31382	872	0
