audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	AT	Austria	2385	236	11318270	4280145	109005	19912
m18_24	male (18-24)	AT	Austria	2303	229	8945074	3306760	87627	15547
f25_34	female (25-34)	AT	Austria	2394	235	7866469	3075948	74956	13309
f18_24	female (18-24)	AT	Austria	2300	228	7326229	2744361	69162	11922
m35_44	male (35-44)	AT	Austria	2198	232	6872763	2619508	66252	12258
m45_54	male (45-54)	AT	Austria	2092	220	5165036	1939508	50005	9227
f35_44	female (35-44)	AT	Austria	2217	230	5091655	1964343	50614	8990
f45_54	female (45-54)	AT	Austria	2120	219	4587631	1729049	45573	8363
f55_64	female (55-64)	AT	Austria	2019	213	3696406	1382930	36907	7165
m55_64	male (55-64)	AT	Austria	1981	213	3150703	1172871	30612	5916
f65_	female (65+)	AT	Austria	1784	193	1699726	621911	17392	3367
m65_	male (65+)	AT	Austria	1799	192	1500131	551460	14880	2884
f13_17	female (13-17)	AT	Austria	1126	111	1468972	557234	13323	2289
m13_17	male (13-17)	AT	Austria	1119	112	1330992	499199	13007	2230
u25_34	unknown (25-34)	AT	Austria	1540	210	98327	37468	950	167
u35_44	unknown (35-44)	AT	Austria	1449	211	87776	33539	902	153
u45_54	unknown (45-54)	AT	Austria	1221	195	40639	15298	399	71
u18_24	unknown (18-24)	AT	Austria	1072	190	23781	8851	223	37
u65_	unknown (65+)	AT	Austria	930	164	22267	8380	215	40
u55_64	unknown (55-64)	AT	Austria	972	175	19493	7170	202	36
u13_17	unknown (13-17)	AT	Austria	389	82	4316	1604	36	6
