audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	PT	Portugal	3607	1055	9408585	3899762	28301	4584
m18_24	male (18-24)	PT	Portugal	3384	1011	9205662	3874781	29363	5310
m25_34	male (25-34)	PT	Portugal	3781	1129	6432118	2680816	23205	4149
f25_34	female (25-34)	PT	Portugal	4139	1182	4879061	1968761	17058	2427
m35_44	male (35-44)	PT	Portugal	3680	1108	4275631	1708159	15405	2580
f35_44	female (35-44)	PT	Portugal	4042	1158	3791161	1466715	13067	1805
f45_54	female (45-54)	PT	Portugal	3996	1111	3103628	1167151	11082	1459
m45_54	male (45-54)	PT	Portugal	3595	1060	2756590	1068709	10744	1626
f55_64	female (55-64)	PT	Portugal	3224	992	2496190	935562	9597	1118
f65_	female (65+)	PT	Portugal	2731	869	1934779	729775	7711	943
m55_64	male (55-64)	PT	Portugal	2917	950	1798036	683546	7057	824
m65_	male (65+)	PT	Portugal	2555	840	1592725	611882	6264	747
f13_17	female (13-17)	PT	Portugal	528	210	852777	324309	1937	166
m13_17	male (13-17)	PT	Portugal	486	194	564966	215180	1365	132
u35_44	unknown (35-44)	PT	Portugal	3066	934	67732	26506	287	48
u25_34	unknown (25-34)	PT	Portugal	3029	916	55568	22365	244	42
u45_54	unknown (45-54)	PT	Portugal	2799	844	33708	12974	144	24
u18_24	unknown (18-24)	PT	Portugal	2299	714	28572	11490	114	18
u65_	unknown (65+)	PT	Portugal	1767	622	12400	4660	51	6
u55_64	unknown (55-64)	PT	Portugal	1987	704	11831	4424	48	6
u13_17	unknown (13-17)	PT	Portugal	313	150	2567	971	5	0
