country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	0_50	0 - 50	8826	1756	45077323	11374285	259130	63952
SE	Sweden	50_100	50 - 100	5277	1158	31374614	8613502	264333	54966
SE	Sweden	100_1k	100 - 1k	2693	572	79652843	29233918	714985	191175
SE	Sweden	1k_5k	1k - 5k	228	72	30328778	13769032	366744	83831
SE	Sweden	5k_10k	5k - 10k	16	11	1313781	652259	13653	6702
SE	Sweden	10k_50k	10k - 50k	1	1	12167	6083	541	108
