country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	f	female	7588	1678	81195588	29616125	227898	43726
PL	Poland	m	male	7210	1627	80900196	29778752	233631	44718
PL	Poland	u	unknown	6302	1502	484515	173752	1731	328
