week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	SK	Slovakia	2698	181	20785222	6711601	152403	11348
w019	Week 19	2019-05-06	2019-05-12	SK	Slovakia	2718	191	31269545	11060426	216170	28646
w018	Week 18	2019-04-29	2019-05-05	SK	Slovakia	2701	208	25550649	8818850	163583	14799
w017	Week 17	2019-04-22	2019-04-28	SK	Slovakia	2130	185	13078404	4516085	83496	8700
w016	Week 16	2019-04-15	2019-04-21	SK	Slovakia	880	208	5512817	1805358	29952	3069
w015	Week 15	2019-04-08	2019-04-14	SK	Slovakia	914	283	4380513	1463599	20981	1830
w014	Week 14	2019-04-01	2019-04-07	SK	Slovakia	762	284	3893156	1173295	20830	1856
w013	Week 13	2019-03-25	2019-03-31	SK	Slovakia	520	213	5185547	2132974	33750	5129
w012	Week 12	2019-03-18	2019-03-24	SK	Slovakia	475	185	4375631	1674781	20035	2428
w011	Week 11	2019-03-11	2019-03-17	SK	Slovakia	301	122	2127598	802276	9723	1033
w010	Week 10	2019-03-04	2019-03-10	SK	Slovakia	316	100	1913010	736295	9922	1040
w009	Week 9	2019-02-25	2019-03-03	SK	Slovakia	185	67	944847	276669	5748	276
w008	Week 8	2019-02-18	2019-02-24	SK	Slovakia	123	54	567298	197625	2357	183
w007	Week 7	2019-02-11	2019-02-17	SK	Slovakia	101	40	524402	198666	2539	226
w006	Week 6	2019-02-04	2019-02-10	SK	Slovakia	88	35	534488	182850	2269	166
w005	Week 5	2019-01-28	2019-02-03	SK	Slovakia	95	33	531076	153478	2037	116
w004	Week 4	2019-01-21	2019-01-27	SK	Slovakia	64	25	219874	73323	1313	90
w003	Week 3	2019-01-14	2019-01-20	SK	Slovakia	73	25	228335	99471	1772	144
w002	Week 2	2019-01-07	2019-01-13	SK	Slovakia	57	28	316119	142658	1271	75
w001	Week 1	2019-01-01	2019-01-06	SK	Slovakia	31	16	156867	53266	275	29
