recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	BG	Bulgaria	235	67	1253794	376126	3672	151
rd2	Last 2 days	2019-05-14	2019-05-15	BG	Bulgaria	263	73	2866222	891359	8410	369
rd3	Last 3 days	2019-05-13	2019-05-15	BG	Bulgaria	296	77	4290903	1374498	12558	611
rd4	Last 4 days	2019-05-12	2019-05-15	BG	Bulgaria	358	81	5687450	1853963	16498	844
rd5	Last 5 days	2019-05-11	2019-05-15	BG	Bulgaria	394	83	7049800	2296506	19813	1061
rd6	Last 6 days	2019-05-10	2019-05-15	BG	Bulgaria	429	85	8449489	2765642	24291	1326
rw1	Last week	2019-05-09	2019-05-15	BG	Bulgaria	453	91	9387580	3091462	27571	1520
rw2	Last 2 weeks	2019-05-02	2019-05-15	BG	Bulgaria	627	136	13306929	4477153	40874	2267
rw3	Last 3 weeks	2019-04-25	2019-05-15	BG	Bulgaria	828	181	16685975	5896737	50097	4162
rw4	Last 4 weeks	2019-04-18	2019-05-15	BG	Bulgaria	977	233	18485303	6579318	58529	5452
rm1	Last month	2019-04-16	2019-05-15	BG	Bulgaria	1017	244	18972256	6770822	61607	5953
rm2	Last 2 months	2019-03-17	2019-05-15	BG	Bulgaria	2025	566	28565686	10634215	93634	11030
rm3	Last 3 months	2019-02-15	2019-05-15	BG	Bulgaria	2294	638	30069584	11255812	99199	12019
rm6	Last 6 months	2019-01-01	2019-05-15	BG	Bulgaria	2425	677	30525222	11435951	100689	12146
