country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DE	Germany	nordrhein_westfalen	Nordrhein-Westfalen	26194	2319	43553749	12648172	413215	32525
DE	Germany	baden_wurttemberg	Baden-Württemberg	26341	2247	26411048	7382328	336352	16269
DE	Germany	bayern	Bayern	25102	2213	13851887	4385087	171256	13239
DE	Germany	niedersachsen	Niedersachsen	24218	1975	13742649	3590957	142433	5932
DE	Germany	berlin	Berlin	23271	2055	11500700	3422293	147318	13866
DE	Germany	hessen	Hessen	24359	2025	10967602	2996009	126193	7014
DE	Germany	rheinland_pfalz	Rheinland-Pfalz	24084	2016	10515347	2560851	170375	4945
DE	Germany	hamburg	Hamburg	22249	1818	5469350	1467354	87839	5822
DE	Germany	sachsen	Sachsen	21810	1763	5152296	1331198	84597	3953
DE	Germany	schleswig_holstein	Schleswig-Holstein	21213	1663	4887838	1220000	61184	2172
DE	Germany	saarland	Saarland	19529	1532	4100208	1085403	45141	3977
DE	Germany	bremen	Bremen	19626	1521	3842341	928926	58905	1500
DE	Germany	thuringen	Thüringen	20114	1622	3668296	913797	53299	1795
DE	Germany	saxony_anhalt	Saxony-Anhalt	19725	1585	3363224	797467	44223	2663
DE	Germany	mecklenburg_vorpommern	Mecklenburg-Vorpommern	18355	1498	1712871	408853	27833	560
DE	Germany	brandenburg	Brandenburg	18603	1580	1049564	254634	20909	473
