recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	FI	Finland	1340	144	2129867	511115	35376	1416
rd2	Last 2 days	2019-05-15	2019-05-16	FI	Finland	1426	150	4480038	1086089	73182	3009
rd3	Last 3 days	2019-05-14	2019-05-16	FI	Finland	1470	155	6395563	1580684	103996	4555
rd4	Last 4 days	2019-05-13	2019-05-16	FI	Finland	1515	161	7943861	1991705	123714	6025
rd5	Last 5 days	2019-05-12	2019-05-16	FI	Finland	1591	166	9252772	2349631	140791	7562
rd6	Last 6 days	2019-05-11	2019-05-16	FI	Finland	1690	171	10496733	2684297	159175	9062
rw1	Last week	2019-05-10	2019-05-16	FI	Finland	1749	176	11670562	3005636	171467	10532
rw2	Last 2 weeks	2019-05-03	2019-05-16	FI	Finland	2113	215	21823552	6797471	264462	26116
rw3	Last 3 weeks	2019-04-26	2019-05-16	FI	Finland	2401	261	28323576	9493980	325792	45702
rw4	Last 4 weeks	2019-04-19	2019-05-16	FI	Finland	2605	315	29774088	10003175	344500	48587
rm1	Last month	2019-04-17	2019-05-16	FI	Finland	2639	328	30240588	10131384	348775	49179
rm2	Last 2 months	2019-03-18	2019-05-16	FI	Finland	5607	1055	73739166	25048051	773259	116250
rm3	Last 3 months	2019-02-16	2019-05-16	FI	Finland	6171	1159	78664292	26575820	825859	121296
rm6	Last 6 months	2019-01-01	2019-05-16	FI	Finland	6476	1196	83172345	28291775	853931	125111
