country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	f	female	4524	1207	26466184	10492038	88756	12505
PT	Portugal	m	male	4028	1152	26625731	10843075	93405	15370
PT	Portugal	u	unknown	3669	1060	212380	83394	897	146
