country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	stockholm_county	Stockholm County	7628	1232	18161919	5974095	135986	32990
SE	Sweden	vastra_gotaland_county	Västra Götaland County	7051	1091	7346873	2200265	70512	16514
SE	Sweden	skane_county	Skåne County	6893	1089	4605688	1380010	42616	9788
SE	Sweden	varmland_county	Värmland County	5493	777	1879450	506980	15734	4263
SE	Sweden	uppsala_county	Uppsala County	6087	884	1743893	425655	11466	2686
SE	Sweden	ostergotland_county	Östergötland County	5895	857	1531421	426444	14708	3228
SE	Sweden	orebro_county	Örebro County	5509	782	1249642	344114	12302	1876
SE	Sweden	vasterbotten_county	Västerbotten County	5622	788	994358	267771	9087	2345
SE	Sweden	dalarna_county	Dalarna County	5467	783	969541	260312	7740	1952
SE	Sweden	norrbotten_county	Norrbotten County	5603	786	897526	267900	7098	1628
SE	Sweden	halland_county	Halland County	5677	816	887253	269039	8957	2479
SE	Sweden	vastmanland_county	Västmanland County	5532	793	691612	159800	6397	1340
SE	Sweden	sodermanland_county	Södermanland County	5690	829	676932	182684	6032	1602
SE	Sweden	gavleborg_county	Gävleborg County	5504	788	646695	196924	5480	846
SE	Sweden	jonkoping_county	Jönköping County	5648	808	582813	158722	4936	1273
SE	Sweden	kalmar_county	Kalmar County	5332	752	543734	130560	4290	894
SE	Sweden	jamtland_county	Jämtland County	5031	703	465982	116772	4811	1654
SE	Sweden	vasternorrland_county	Västernorrland County	5281	743	369366	99010	3437	776
SE	Sweden	kronoberg_county	Kronoberg County	5306	749	270185	60015	2261	496
SE	Sweden	blekinge_county	Blekinge County	5117	715	191724	50501	1762	391
SE	Sweden	gotland_county	Gotland County	4622	625	103352	20392	1073	172
