advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	0_1k	0 - 1k	PL	Poland	230	1	229770	0	5297	0
Gazeta Wyborcza		63563473556	Facebook	0_1k	0 - 1k	PL	Poland	109	1	108658	0	2505	0
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	0_1k	0 - 1k	PL	Poland	67	1	66933	0	1543	0
Patryk Jaki		199877710116314	Facebook	0_1k	0 - 1k	PL	Poland	64	1	63936	0	1473	0
Andrzej Kisielewicz	KW Prawo i Sprawiedliwość	1550061501790606	Facebook	0_1k	0 - 1k	PL	Poland	52	1	51946	0	1197	0
Bogusław Sonik	KWW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI	75775141409	Facebook	0_1k	0 - 1k	PL	Poland	50	1	49950	0	1151	0
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	0_1k	0 - 1k	PL	Poland	47	1	46895	0	1081	0
Akcja Demokracja		277892342334350	Facebook	0_1k	0 - 1k	PL	Poland	31	1	30967	0	713	0
Bolesław Piecha - poseł do Parlamentu Europejskiego	Agencja reklamowa NXT	704363502985858	Facebook	0_1k	0 - 1k	PL	Poland	29	1	28956	0	667	0
Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	0_1k	0 - 1k	PL	Poland	27	1	26971	0	621	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości 	612725748801524	Facebook	0_1k	0 - 1k	PL	Poland	27	1	26902	0	620	0
Danuta Hübner	KKW Koalicja Europejska PO SLD PSL .N Zieloni	458440260940195	Facebook	0_1k	0 - 1k	PL	Poland	17	1	16983	0	391	0
Amnesty International Polska		57544755889	Facebook	0_1k	0 - 1k	PL	Poland	15	1	14956	0	344	0
Mindfulness - czasopismo		718517195153234	Facebook	0_1k	0 - 1k	PL	Poland	14	1	13986	0	322	0
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	0_1k	0 - 1k	PL	Poland	14	1	13985	0	322	0
Michał Jaros		169913419732194	Facebook	0_1k	0 - 1k	PL	Poland	13	1	12987	0	299	0
Kamil Heyka		1097494830370053	Facebook	0_1k	0 - 1k	PL	Poland	13	1	12987	0	299	0
Marcin Gołaszewski	Marcin Łukasz Gołaszewski 	1500359650261089	Facebook	0_1k	0 - 1k	PL	Poland	12	1	11988	0	276	0
Zjednoczona Lewica - Wspólna Europa		184792988860565	Facebook	0_1k	0 - 1k	PL	Poland	12	1	11974	0	276	0
Foton Technik		1231484993545202	Facebook	0_1k	0 - 1k	PL	Poland	11	1	10989	0	253	0
Kosma Złotowski		1477251852486946	Facebook	0_1k	0 - 1k	PL	Poland	10	1	9990	0	230	0
Łukasz Kulpa		448159595322119	Facebook	0_1k	0 - 1k	PL	Poland	10	1	9990	0	230	0
Andrzej Halicki	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	370319116027	Facebook	0_1k	0 - 1k	PL	Poland	9	1	8991	0	207	0
PiS Mazowieckie		312380839407375	Facebook	0_1k	0 - 1k	PL	Poland	9	1	8991	0	207	0
Plastic Free Polska	Plastic Free Polska	2162232717176151	Facebook	0_1k	0 - 1k	PL	Poland	9	1	8990	0	207	0
