advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vattenfall Sverige		608975645850217	Facebook	w010	Week 10	SE	Sweden	25	1	1972215	889999	23552	6775
Rädda Barnen		72659261793	Facebook	w010	Week 10	SE	Sweden	6	1	709992	271999	6620	1629
Röda Korset		111630258867610	Facebook	w010	Week 10	SE	Sweden	39	1	634052	130780	2568	657
Fotografiska Stockholm		142320852554	Facebook	w010	Week 10	SE	Sweden	10	1	555452	242000	403	90
En bättre framtid		1173808162671999	Facebook	w010	Week 10	SE	Sweden	4	1	454995	210999	6065	1490
Skandia		139767876088719	Facebook	w010	Week 10	SE	Sweden	1	1	318065	159032	1472	294
UNICEF Sverige		59324455950	Facebook	w010	Week 10	SE	Sweden	16	1	283809	115616	2884	1024
Dungeon Defenders		107960282569653	Facebook	w010	Week 10	SE	Sweden	284	1	277802	102961	1574	206
European Parliament		178362315106	Facebook	w010	Week 10	SE	Sweden	13	1	263826	127599	1219	166
Plan International Sverige		382243262003	Facebook	w010	Week 10	SE	Sweden	76	1	222795	50841	1716	375
SOS Barnbyar		133536819999319	Facebook	w010	Week 10	SE	Sweden	1	1	214285	85714	1984	396
Sverige för UNHCR		643137272398136	Facebook	w010	Week 10	SE	Sweden	5	1	189949	69190	144	28
Jörgen Warborn EU-kandidat		56002955332	Facebook	w010	Week 10	SE	Sweden	7	1	147089	32418	1732	346
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	w010	Week 10	SE	Sweden	23	1	126935	24831	1103	222
Unionen		175656912484553	Facebook	w010	Week 10	SE	Sweden	9	1	120164	45733	896	250
Union to Union		261024395813	Facebook	w010	Week 10	SE	Sweden	3	1	112497	22500	949	196
Forum för levande historia		234172635050	Facebook	w010	Week 10	SE	Sweden	2	1	109997	54999	509	101
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	w010	Week 10	SE	Sweden	2	1	92282	46141	427	126
EU-kommissionen i Sverige		155824787799	Facebook	w010	Week 10	SE	Sweden	3	1	90869	40657	289	84
Henrik Sundström - M		180745369170	Facebook	w010	Week 10	SE	Sweden	11	1	87882	20139	736	145
Tretti		250791121791	Facebook	w010	Week 10	SE	Sweden	2	1	74998	37499	334	66
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	w010	Week 10	SE	Sweden	3	1	72497	17500	624	125
Svalorna Indien Bangladesh		203195349743376	Facebook	w010	Week 10	SE	Sweden	3	1	60997	14999	564	138
WaterAid Sverige		175843834306	Facebook	w010	Week 10	SE	Sweden	2	1	59614	11923	551	110
Göteborgs Räddningsmission		112225970344	Facebook	w010	Week 10	SE	Sweden	13	1	54987	16000	471	138
