week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	BG	Bulgaria	155	52	637322	218742	2408	60
w018	Week 18	2019-04-29	2019-05-05	BG	Bulgaria	411	108	4923746	1798423	14662	1072
w017	Week 17	2019-04-22	2019-04-28	BG	Bulgaria	368	105	2552365	1026457	7175	1618
w016	Week 16	2019-04-15	2019-04-21	BG	Bulgaria	401	133	1759498	674721	10673	1508
w015	Week 15	2019-04-08	2019-04-14	BG	Bulgaria	516	198	2090113	804428	7902	1523
w014	Week 14	2019-04-01	2019-04-07	BG	Bulgaria	468	199	2376458	980143	6436	800
w013	Week 13	2019-03-25	2019-03-31	BG	Bulgaria	353	152	1531556	656834	3866	730
w012	Week 12	2019-03-18	2019-03-24	BG	Bulgaria	321	146	1117025	404569	7215	993
w011	Week 11	2019-03-11	2019-03-17	BG	Bulgaria	186	79	640285	244106	2049	496
w010	Week 10	2019-03-04	2019-03-10	BG	Bulgaria	191	72	521152	236173	1227	196
w009	Week 9	2019-02-25	2019-03-03	BG	Bulgaria	100	47	88272	22270	654	42
w008	Week 8	2019-02-18	2019-02-24	BG	Bulgaria	77	42	186726	86795	1032	190
w007	Week 7	2019-02-11	2019-02-17	BG	Bulgaria	59	38	29063	11076	157	37
w006	Week 6	2019-02-04	2019-02-10	BG	Bulgaria	43	25	47912	22514	220	49
w005	Week 5	2019-01-28	2019-02-03	BG	Bulgaria	61	21	14550	6717	65	14
w004	Week 4	2019-01-21	2019-01-27	BG	Bulgaria	50	23	199502	96694	260	13
w003	Week 3	2019-01-14	2019-01-20	BG	Bulgaria	49	18	17828	5356	168	1
w002	Week 2	2019-01-07	2019-01-13	BG	Bulgaria	35	17	15363	6400	63	2
w001	Week 1	2019-01-01	2019-01-06	BG	Bulgaria	31	14	32773	14356	129	25
