country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	13_17	13-17	4704	391	7392049	2430250	62399	7026
AT	Austria	18_24	18-24	10004	1273	38808636	13614916	320250	42913
AT	Austria	25_34	25-34	10757	1414	41685116	14799550	378227	55761
AT	Austria	35_44	35-44	10486	1377	26471830	9206087	263385	38566
AT	Austria	45_54	45-54	10075	1325	22017319	7403720	235978	31964
AT	Austria	55_64	55-64	9118	1223	15274910	5005850	175019	21885
AT	Austria	65_	65+	7909	1077	8381570	2714654	98340	12196
