age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
55_64	55-64	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	581	1	2279156	794258	20547	3038
55_64	55-64	AT	Austria	Harald Vilimsky		547597092025909	Facebook	175	1	2229819	953012	23378	5463
55_64	55-64	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	157	1	1100103	332266	9023	1661
55_64	55-64	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	955548	370862	6237	1938
55_64	55-64	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1192	1	784048	171902	18389	634
55_64	55-64	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	69	1	586572	240870	3309	892
55_64	55-64	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	285	1	541672	119161	7963	578
55_64	55-64	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	184	1	386344	109576	3294	353
55_64	55-64	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	48	1	310548	101488	2361	428
55_64	55-64	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	331	1	304664	66769	7823	301
55_64	55-64	AT	Austria	Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	10	1	278720	100477	4328	812
55_64	55-64	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	146	1	209373	54479	4281	146
55_64	55-64	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	548	1	197503	51725	3387	51
55_64	55-64	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	16	1	197296	84095	1568	394
55_64	55-64	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	14	1	196791	62735	1321	192
55_64	55-64	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	22	1	174271	68838	2215	569
55_64	55-64	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	168861	40744	556	42
55_64	55-64	AT	Austria	Johann Gudenus		104145976305577	Facebook	49	1	168336	63160	1158	152
55_64	55-64	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	160703	62822	1068	332
55_64	55-64	AT	Austria	European Parliament		178362315106	Facebook	82	1	149651	55014	1587	244
55_64	55-64	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	72	1	146020	39440	1085	23
55_64	55-64	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	143110	43238	1216	212
55_64	55-64	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	184	1	127703	31275	3618	73
55_64	55-64	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	63	1	104819	27425	1203	0
55_64	55-64	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	149	1	100629	24905	1686	57
