gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	1352	1	5797851	1509917	28905	7129
m	male	CZ	Czechia	European Parliament		178362315106	Facebook	93	1	5144863	2311499	26066	7893
m	male	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	247	1	2770753	677470	4419	1267
m	male	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	108	1	2759910	1077677	8629	2237
m	male	CZ	Czechia	European Commission		107898832590939	Facebook	21	1	2135369	988585	8471	1964
m	male	CZ	Czechia	Gambrinus		146991996743	Facebook	3	1	1999998	900000	14997	3000
m	male	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	59	1	1597541	560242	5935	199
m	male	CZ	Czechia	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	43	1	1572071	435925	6993	1578
m	male	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	49	1	1472096	554662	4714	1149
m	male	CZ	Czechia	TOP 09	TOP 09	90002267161	Facebook	26	1	1447714	573414	2974	839
m	male	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	92	1	1416972	425780	3256	789
m	male	CZ	Czechia	Kialo		729627343834501	Facebook	355	1	1357422	539939	9104	2203
m	male	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	1173315	291143	879	223
m	male	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	62	1	1096306	360216	3686	661
m	male	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	128	1	862453	203897	3128	716
m	male	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	25	1	853741	372986	4479	1136
m	male	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	834328	318788	1924	542
m	male	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	15	1	818114	266236	3280	743
m	male	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	37	1	790363	214367	3963	1163
m	male	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	16	1	661173	250296	2141	530
m	male	CZ	Czechia	Daniel Herman		378072105614553	Facebook	10	1	608067	228044	698	237
m	male	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	41	1	605341	253476	1657	379
m	male	CZ	Czechia	Andrej Babiš	ANO	214827221987263	Facebook	5	1	566297	283149	2100	467
m	male	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	55	1	457941	124881	1008	258
m	male	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	18	1	419551	130518	951	315
