day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	European Parliament		178362315106	Facebook	59	1	7016548	3245515	42008	11014
d127	2019-05-07	CDU	CDU	78502295414	Facebook	3170	1	4830978	1159375	43378	1037
d127	2019-05-07	AMERISOFT SRL		AR573801583431647232	Google	108	1	3792231	375777	651	0
d127	2019-05-07	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1600	1	2516439	26425	11393	0
d127	2019-05-07	SPD	SPD	47930567748	Facebook	728	1	2226913	434826	74847	1148
d127	2019-05-07	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	5	1	1983329	926666	13901	2757
d127	2019-05-07	mmb media agentur d.o.o.		AR524572049809604608	Google	657	1	1955650	65833	6615	0
d127	2019-05-07	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	179	1	1914811	136590	3404	0
d127	2019-05-07	Mediabrands Digital OÜ		AR530356305605427200	Google	315	1	1893571	153095	2578	0
d127	2019-05-07	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	19	1	1868373	867563	3360	747
d127	2019-05-07	România în primul rând	Future Innovation	770704223323599	Facebook	32	1	1864183	842864	1775	460
d127	2019-05-07	Kialo		729627343834501	Facebook	28	1	1813972	695000	12572	3000
d127	2019-05-07	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	10	1	1654164	768750	5393	1504
d127	2019-05-07	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	81	1	1490846	624779	4099	1066
d127	2019-05-07	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	288	1	1490224	591798	7719	1434
d127	2019-05-07	Avaaz	Avaaz	8340223883	Facebook	8	1	1452495	715333	7883	1967
d127	2019-05-07	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	29	1	1284300	563466	5270	1081
d127	2019-05-07	Reservix	Reservix GmbH	135158439833197	Facebook	45	1	1164074	253777	3663	0
d127	2019-05-07	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	30	1	1043085	466554	2183	638
d127	2019-05-07	Claudia Gamon	NEOS	447992848717452	Facebook	27	1	1039973	300000	7173	1400
d127	2019-05-07	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	143	1	1028440	86392	1254	0
d127	2019-05-07	Partito Democratico		77034286895	Facebook	77	1	987728	442487	3199	623
d127	2019-05-07	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	44	1	976516	335722	3543	867
d127	2019-05-07	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	153	1	946031	222916	5739	225
d127	2019-05-07	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	11	1	939788	396023	8219	1738
