advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Rädda Barnen		72659261793	Facebook	f	female	SE	Sweden	403	1	13591018	4548985	123775	31029
Plan International Sverige		382243262003	Facebook	f	female	SE	Sweden	354	1	10802117	3588756	91172	22236
Vattenfall Sverige		608975645850217	Facebook	f	female	SE	Sweden	28	1	3797976	1711094	45499	12633
Centerpartiet	Centerpartiet	12690894340	Facebook	f	female	SE	Sweden	234	1	3790269	1309209	46766	11237
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	f	female	SE	Sweden	87	1	2650789	867202	37039	10798
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	f	female	SE	Sweden	341	1	2375553	645753	15702	3631
Liberalerna	Liberalerna	132266740623	Facebook	f	female	SE	Sweden	96	1	2001780	745536	11278	3122
Sverige för UNHCR		643137272398136	Facebook	f	female	SE	Sweden	90	1	1952082	574040	9147	2478
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f	female	SE	Sweden	37	1	1916389	801032	22668	6402
Röda Korset		111630258867610	Facebook	f	female	SE	Sweden	72	1	1789419	466574	8424	2514
EU-kommissionen i Sverige		155824787799	Facebook	f	female	SE	Sweden	21	1	1585052	764505	6898	1649
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	f	female	SE	Sweden	13	1	1529188	638162	12944	2776
Fotografiska Stockholm		142320852554	Facebook	f	female	SE	Sweden	10	1	1497246	653999	1103	247
European Commission		107898832590939	Facebook	f	female	SE	Sweden	16	1	1406186	627855	11971	3873
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	f	female	SE	Sweden	31	1	1384944	523823	11111	4518
En bättre framtid		1173808162671999	Facebook	f	female	SE	Sweden	59	1	1337834	512830	15961	4180
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	f	female	SE	Sweden	10	1	1293408	600803	7143	1618
European Greens		141366725876424	Facebook	f	female	SE	Sweden	48	1	1277425	585770	19692	4709
Facebook Nordic	Facebook	334318366655425	Facebook	f	female	SE	Sweden	5	1	1149311	531879	7000	1410
European Parliament		178362315106	Facebook	f	female	SE	Sweden	77	1	1074912	449071	8465	1787
Saco	Saco	133910158381	Facebook	f	female	SE	Sweden	41	1	1059976	220459	6701	1582
LO Sverige		163820136238	Facebook	f	female	SE	Sweden	7	1	1053321	480873	8624	2430
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	f	female	SE	Sweden	41	1	1023138	347139	8337	1903
Världsnaturfonden WWF		371791194529	Facebook	f	female	SE	Sweden	6	1	978331	392299	8652	1932
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	f	female	SE	Sweden	106	1	848621	240934	6450	1816
