country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
IE	Ireland	w019	Week 19	2019-05-06	2019-05-12	730	164	10539247	3452486	65600	9066
IE	Ireland	w018	Week 18	2019-04-29	2019-05-05	783	202	9443787	3464357	63270	9281
IE	Ireland	w017	Week 17	2019-04-22	2019-04-28	740	208	6303471	2434439	32065	4239
IE	Ireland	w016	Week 16	2019-04-15	2019-04-21	709	226	4370443	1775971	23558	3562
IE	Ireland	w015	Week 15	2019-04-08	2019-04-14	899	341	3026006	1183556	19735	2990
IE	Ireland	w014	Week 14	2019-04-01	2019-04-07	724	311	2234399	866365	19893	3116
IE	Ireland	w013	Week 13	2019-03-25	2019-03-31	632	274	2562192	828221	16564	1862
IE	Ireland	w012	Week 12	2019-03-18	2019-03-24	655	245	2417744	808686	19660	2038
IE	Ireland	w011	Week 11	2019-03-11	2019-03-17	316	157	1289202	489852	9817	1520
IE	Ireland	w010	Week 10	2019-03-04	2019-03-10	306	138	1119973	431291	6868	962
IE	Ireland	w009	Week 9	2019-02-25	2019-03-03	178	91	359377	84980	2646	124
IE	Ireland	w008	Week 8	2019-02-18	2019-02-24	143	64	197210	60060	1522	95
IE	Ireland	w007	Week 7	2019-02-11	2019-02-17	110	59	160181	45820	1935	201
IE	Ireland	w006	Week 6	2019-02-04	2019-02-10	102	54	211528	82329	2381	181
IE	Ireland	w005	Week 5	2019-01-28	2019-02-03	120	49	105645	28297	1070	38
IE	Ireland	w004	Week 4	2019-01-21	2019-01-27	90	37	36881	8757	734	20
IE	Ireland	w003	Week 3	2019-01-14	2019-01-20	103	42	141014	39144	1006	49
IE	Ireland	w002	Week 2	2019-01-07	2019-01-13	65	35	85514	23445	514	19
IE	Ireland	w001	Week 1	2019-01-01	2019-01-06	51	24	41450	17979	355	40
