impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	HR	Croatia	403	183	131445	0	11988	0
1k_5k	1k - 5k	HR	Croatia	725	296	1385048	277065	25147	0
5k_10k	5k - 10k	HR	Croatia	406	220	1778293	889235	16394	5
10k_50k	10k - 50k	HR	Croatia	929	322	15875692	3175201	37677	2144
50k_100k	50k - 100k	HR	Croatia	262	124	4875006	2437527	10700	1827
100k_200k	100k - 200k	HR	Croatia	179	79	5484925	2742476	12251	3055
200k_500k	200k - 500k	HR	Croatia	145	67	10855946	4342387	18646	4925
500k_1m	500k - 1m	HR	Croatia	68	38	7028926	3514467	23499	5180
