day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	59	1	171608	45408	1792	240
d133	2019-05-13	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	198	1	125965	15361	6554	75
d133	2019-05-13	FI	Finland	Kaisa Penny		259256970891807	Facebook	9	1	62153	24361	309	40
d133	2019-05-13	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	11	1	42863	8433	488	48
d133	2019-05-13	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	38	1	42356	17073	481	9
d133	2019-05-13	FI	Finland	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	7	1	42213	8392	200	12
d133	2019-05-13	FI	Finland	European Greens	European Greens	141366725876424	Facebook	5	1	40894	20318	203	101
d133	2019-05-13	FI	Finland	Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	15	1	31826	5000	926	49
d133	2019-05-13	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	12	1	27462	6269	470	9
d133	2019-05-13	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	5	1	20697	4139	223	37
d133	2019-05-13	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	6	1	17778	3456	183	12
d133	2019-05-13	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	2	1	16999	3333	199	33
d133	2019-05-13	FI	Finland	Stina Wahlsten		247410845719596	Facebook	4	1	16999	3333	132	16
d133	2019-05-13	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	14	1	16990	2500	692	0
d133	2019-05-13	FI	Finland	Aura Salla		357502994332188	Facebook	3	1	16544	3308	107	18
d133	2019-05-13	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	6	1	16495	3149	168	15
d133	2019-05-13	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	47	1	15436	583	1298	0
d133	2019-05-13	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	9	1	15292	2992	248	0
d133	2019-05-13	FI	Finland	Hans Adolf Ehrnrooth	Turvallinen ja vakaa Eurooppa ry	747915358921075	Facebook	7	1	14993	2000	693	0
d133	2019-05-13	FI	Finland	Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	9	1	14625	3891	121	0
d133	2019-05-13	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	6	1	14207	2750	194	25
d133	2019-05-13	FI	Finland	Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	3	1	11832	2366	152	16
d133	2019-05-13	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	20	1	11371	1863	524	0
d133	2019-05-13	FI	Finland	Elsi Katainen		190042298268350	Facebook	2	1	11249	2250	44	0
d133	2019-05-13	FI	Finland	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	10	1	10268	2010	222	0
