recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	CZ	Czechia	555	92	1102933	328063	2695	635
rd2	Last 2 days	2019-05-06	2019-05-07	CZ	Czechia	639	102	2515732	747805	6484	1608
rd3	Last 3 days	2019-05-05	2019-05-07	CZ	Czechia	673	113	3837228	1158049	9582	2343
rd4	Last 4 days	2019-05-04	2019-05-07	CZ	Czechia	722	125	5616358	1810952	14662	4090
rd5	Last 5 days	2019-05-03	2019-05-07	CZ	Czechia	841	138	7888749	2620300	21401	6310
rd6	Last 6 days	2019-05-02	2019-05-07	CZ	Czechia	897	149	9969139	3386856	27187	8273
rw1	Last week	2019-05-01	2019-05-07	CZ	Czechia	936	156	11617974	4035461	32177	10057
rw2	Last 2 weeks	2019-04-24	2019-05-07	CZ	Czechia	1953	233	23086013	7710930	78214	24319
rw3	Last 3 weeks	2019-04-17	2019-05-07	CZ	Czechia	2350	293	30850860	10273153	103906	30413
rw4	Last 4 weeks	2019-04-10	2019-05-07	CZ	Czechia	2791	386	38911891	13370155	141577	38277
rm1	Last month	2019-04-08	2019-05-07	CZ	Czechia	2933	442	40079892	13787493	146273	39031
rm2	Last 2 months	2019-03-09	2019-05-07	CZ	Czechia	3758	682	50046973	17353776	184174	45836
rm3	Last 3 months	2019-02-07	2019-05-07	CZ	Czechia	4056	737	52339322	18062244	189963	46946
rm6	Last 6 months	2019-01-01	2019-05-07	CZ	Czechia	4182	762	53193602	18333007	192095	47544
