advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	0_50	0 - 50	HR	Croatia	59	1	2318273	1015317	5141	0
Valter Flego	Valter Flego	441675022557503	Facebook	0_50	0 - 50	HR	Croatia	57	1	1910752	467598	4832	0
Ruža Tomašić		1434305366791182	Facebook	0_50	0 - 50	HR	Croatia	40	1	1458018	377196	3786	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	0_50	0 - 50	HR	Croatia	74	1	1373049	364060	6705	0
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	0_50	0 - 50	HR	Croatia	26	1	1343664	408832	2440	0
pametno.org	pametno.org	144815235686385	Facebook	0_50	0 - 50	HR	Croatia	27	1	1132417	431403	2358	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	0_50	0 - 50	HR	Croatia	29	1	1121901	322338	2458	0
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	0_50	0 - 50	HR	Croatia	38	1	985259	245361	3222	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	0_50	0 - 50	HR	Croatia	19	1	809773	170930	1735	0
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	0_50	0 - 50	HR	Croatia	23	1	805342	166461	1950	0
European Parliament		178362315106	Facebook	0_50	0 - 50	HR	Croatia	16	1	502119	224787	1373	0
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	0_50	0 - 50	HR	Croatia	16	1	491100	136789	1384	0
Electrolux Hrvatska		1229501663771543	Facebook	0_50	0 - 50	HR	Croatia	3	1	398752	199377	296	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	0_50	0 - 50	HR	Croatia	21	1	383472	84862	911	0
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	0_50	0 - 50	HR	Croatia	11	1	361777	77938	932	0
Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	0_50	0 - 50	HR	Croatia	9	1	328617	74593	874	0
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	0_50	0 - 50	HR	Croatia	10	1	322071	67406	959	0
Nova ljevica	Markovina Dragan	706769699498076	Facebook	0_50	0 - 50	HR	Croatia	16	1	279023	73127	1356	0
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	0_50	0 - 50	HR	Croatia	9	1	255937	50996	763	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	0_50	0 - 50	HR	Croatia	14	1	251044	61381	1270	0
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	0_50	0 - 50	HR	Croatia	21	1	247343	81925	1975	0
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	0_50	0 - 50	HR	Croatia	6	1	208511	44494	578	0
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	0_50	0 - 50	HR	Croatia	4	1	202059	72165	339	0
Klub zastupnika EPP-a		378351268934576	Facebook	0_50	0 - 50	HR	Croatia	1	1	199376	99688	98	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	0_50	0 - 50	HR	Croatia	9	1	195900	51144	860	0
