spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	DE	Germany	33230	794	143286287	31135955	3262221	0
50_100	50 - 100	DE	Germany	33219	788	449954	97821	10208	0
100_1k	100 - 1k	DE	Germany	1348	260	88200738	32322118	661807	165970
1k_5k	1k - 5k	DE	Germany	100	39	41416154	18357561	449533	89924
5k_10k	5k - 10k	DE	Germany	1	1	999999	500000	9999	5000
