recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	EL	Greece	792	227	4580404	1608403	21255	1512
rd2	Last 2 days	2019-05-12	2019-05-13	EL	Greece	1029	256	14444969	5367258	55279	4459
rd3	Last 3 days	2019-05-11	2019-05-13	EL	Greece	1187	279	24228365	9062075	89135	7160
rd4	Last 4 days	2019-05-10	2019-05-13	EL	Greece	1333	291	32835301	12161440	120351	9761
rd5	Last 5 days	2019-05-09	2019-05-13	EL	Greece	1500	304	40067092	14773345	146450	11735
rd6	Last 6 days	2019-05-08	2019-05-13	EL	Greece	1677	315	48140542	17775220	176443	14118
rw1	Last week	2019-05-07	2019-05-13	EL	Greece	1797	323	54667649	20259597	200937	16552
rw2	Last 2 weeks	2019-04-30	2019-05-13	EL	Greece	2919	405	91763539	33758450	346719	30196
rw3	Last 3 weeks	2019-04-23	2019-05-13	EL	Greece	3663	482	118049663	43278699	453665	40309
rw4	Last 4 weeks	2019-04-16	2019-05-13	EL	Greece	4228	585	141543554	52030813	546449	52362
rm1	Last month	2019-04-14	2019-05-13	EL	Greece	4459	632	146992821	54074544	567856	54642
rm2	Last 2 months	2019-03-15	2019-05-13	EL	Greece	6307	1108	185801461	68102352	714342	67219
rm3	Last 3 months	2019-02-13	2019-05-13	EL	Greece	6942	1248	198639613	72595725	765270	70686
rm6	Last 6 months	2019-01-01	2019-05-13	EL	Greece	7246	1291	210377683	77318962	800725	76075
