audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	LV	Latvia	267	55	1825186	620217	7023	721
f25_34	female (25-34)	LV	Latvia	308	55	1807432	632762	7122	682
f35_44	female (35-44)	LV	Latvia	309	56	1295565	455296	5444	540
f18_24	female (18-24)	LV	Latvia	270	53	1115290	410385	4207	433
f45_54	female (45-54)	LV	Latvia	284	55	1093872	378913	4957	499
m35_44	male (35-44)	LV	Latvia	261	56	1026742	347246	4128	457
m18_24	male (18-24)	LV	Latvia	239	53	916921	328967	3439	366
f55_64	female (55-64)	LV	Latvia	262	52	821269	282841	4249	418
m45_54	male (45-54)	LV	Latvia	247	55	581917	195340	2585	277
f65_	female (65+)	LV	Latvia	238	47	356054	121453	2079	194
m55_64	male (55-64)	LV	Latvia	222	52	291609	98237	1365	148
m65_	male (65+)	LV	Latvia	206	47	119531	41026	567	63
f13_17	female (13-17)	LV	Latvia	42	8	32766	12653	80	12
m13_17	male (13-17)	LV	Latvia	42	8	27118	10276	69	10
u35_44	unknown (35-44)	LV	Latvia	227	52	9967	3509	42	4
u25_34	unknown (25-34)	LV	Latvia	216	51	9039	3188	33	3
u45_54	unknown (45-54)	LV	Latvia	187	49	2750	988	11	1
u18_24	unknown (18-24)	LV	Latvia	167	44	1331	484	4	0
u55_64	unknown (55-64)	LV	Latvia	142	45	1279	453	5	0
u65_	unknown (65+)	LV	Latvia	122	38	670	228	3	0
u13_17	unknown (13-17)	LV	Latvia	37	8	56	25	0	0
