audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m55_64	male (55-64)	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	539	1	1246299	419623	11142	1602
m55_64	male (55-64)	AT	Austria	Harald Vilimsky		547597092025909	Facebook	176	1	1078295	461520	11227	2664
m55_64	male (55-64)	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	156	1	597625	176175	4786	850
m55_64	male (55-64)	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	448268	175134	2915	915
m55_64	male (55-64)	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1086	1	403554	90017	8978	318
m55_64	male (55-64)	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	229	1	305289	70163	4132	321
m55_64	male (55-64)	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	70	1	293877	121629	1611	455
m55_64	male (55-64)	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	184	1	226517	63688	1941	201
m55_64	male (55-64)	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	273	1	171533	38633	4352	189
m55_64	male (55-64)	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	48	1	146235	45986	1107	201
m55_64	male (55-64)	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	16	1	112564	48258	876	220
m55_64	male (55-64)	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	130	1	110522	28387	2238	77
m55_64	male (55-64)	AT	Austria	European Parliament		178362315106	Facebook	81	1	102233	37710	1062	171
m55_64	male (55-64)	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	22	1	94376	38107	1165	295
m55_64	male (55-64)	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	13	1	93310	26859	574	81
m55_64	male (55-64)	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	85797	20742	287	22
m55_64	male (55-64)	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	71	1	83194	22240	587	12
m55_64	male (55-64)	AT	Austria	Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	10	1	77894	27235	1192	226
m55_64	male (55-64)	AT	Austria	Johann Gudenus		104145976305577	Facebook	48	1	76099	29122	478	67
m55_64	male (55-64)	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	70903	21125	639	114
m55_64	male (55-64)	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	69478	26488	466	138
m55_64	male (55-64)	AT	Austria	1Europa	Peter Glawischnig	320389701908367	Facebook	18	1	66008	19019	446	51
m55_64	male (55-64)	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	63	1	64161	16608	771	0
m55_64	male (55-64)	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	14	1	60957	19513	496	121
m55_64	male (55-64)	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	486	1	54158	13277	1046	10
