audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u45_54	unknown (45-54)	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	392	1	12501	3963	96	12
u45_54	unknown (45-54)	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	100	1	9505	3667	55	17
u45_54	unknown (45-54)	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	140	1	9137	2953	73	14
u45_54	unknown (45-54)	AT	Austria	Harald Vilimsky		547597092025909	Facebook	150	1	8969	3813	90	21
u45_54	unknown (45-54)	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	166	1	5435	1796	35	5
u45_54	unknown (45-54)	AT	Austria	European Parliament		178362315106	Facebook	73	1	5141	2196	55	18
u45_54	unknown (45-54)	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	312	1	4477	1143	75	1
u45_54	unknown (45-54)	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	359	1	3865	914	64	3
u45_54	unknown (45-54)	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	47	1	3491	1118	26	4
u45_54	unknown (45-54)	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	55	1	2559	1113	13	4
u45_54	unknown (45-54)	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	107	1	2411	558	32	2
u45_54	unknown (45-54)	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	87	1	2337	372	111	1
u45_54	unknown (45-54)	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	84	1	1774	455	26	1
u45_54	unknown (45-54)	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	22	1	1762	719	22	6
u45_54	unknown (45-54)	AT	Austria	Kialo		729627343834501	Facebook	332	1	1630	590	11	2
u45_54	unknown (45-54)	AT	Austria	ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung		345168305518984	Facebook	15	1	1190	528	9	1
u45_54	unknown (45-54)	AT	Austria	Werner Kogler	Die Grünen	133612666671985	Facebook	12	1	1035	269	9	2
u45_54	unknown (45-54)	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	15	1	963	412	7	1
u45_54	unknown (45-54)	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	38	1	896	232	2	0
u45_54	unknown (45-54)	AT	Austria	Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	14	1	828	182	8	1
u45_54	unknown (45-54)	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	52	1	820	203	5	0
u45_54	unknown (45-54)	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	49	1	690	189	7	0
u45_54	unknown (45-54)	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	24	1	665	169	2	0
u45_54	unknown (45-54)	AT	Austria	FPÖ-Wien		146097669338683	Facebook	1	1	660	330	3	0
u45_54	unknown (45-54)	AT	Austria	European Greens	European Greens	141366725876424	Facebook	9	1	647	270	2	0
u45_54	unknown (45-54)	AT	Austria	Sarah Wiener	Die Grünen	970529566390833	Facebook	7	1	634	202	3	0
u45_54	unknown (45-54)	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	18	1	630	260	3	1
u45_54	unknown (45-54)	AT	Austria	1Europa	Peter Glawischnig	320389701908367	Facebook	16	1	625	184	3	0
u45_54	unknown (45-54)	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	26	1	610	194	4	0
u45_54	unknown (45-54)	AT	Austria	Johann Gudenus		104145976305577	Facebook	19	1	606	254	2	0
u45_54	unknown (45-54)	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	59	1	546	140	12	0
u45_54	unknown (45-54)	AT	Austria	Addendum		109044023134793	Facebook	5	1	523	239	3	0
u45_54	unknown (45-54)	AT	Austria	FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	22	1	505	150	10	1
u45_54	unknown (45-54)	AT	Austria	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	48	1	449	138	6	0
u45_54	unknown (45-54)	AT	Austria	Plan International Österreich		115130990779	Facebook	7	1	440	171	3	0
u45_54	unknown (45-54)	AT	Austria	Heumilch		184745071568863	Facebook	1	1	424	169	0	0
u45_54	unknown (45-54)	AT	Austria	Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	43	1	408	79	9	0
u45_54	unknown (45-54)	AT	Austria	SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	5	1	403	164	2	0
u45_54	unknown (45-54)	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	14	1	381	120	3	0
u45_54	unknown (45-54)	AT	Austria	NEOS	NEOS	327450964017497	Facebook	23	1	342	72	3	0
u45_54	unknown (45-54)	AT	Austria	Keinen Millimeter	Michael Dorner	356665748284436	Facebook	4	1	329	75	1	0
u45_54	unknown (45-54)	AT	Austria	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	13	1	319	107	0	0
u45_54	unknown (45-54)	AT	Austria	AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	7	1	255	51	2	0
u45_54	unknown (45-54)	AT	Austria	Christian Pirker		200189984169557	Facebook	25	1	244	35	12	0
u45_54	unknown (45-54)	AT	Austria	Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	20	1	233	64	8	0
u45_54	unknown (45-54)	AT	Austria	Maximilian Krauss		590930261019192	Facebook	24	1	223	63	4	0
u45_54	unknown (45-54)	AT	Austria	Evelyn Regner	SPÖ	291746820967544	Facebook	15	1	219	76	2	0
u45_54	unknown (45-54)	AT	Austria	Filmhaus. Kino am Spittelberg		137916049645304	Facebook	1	1	197	39	0	0
u45_54	unknown (45-54)	AT	Austria	Manuela Auer		317935895015846	Facebook	3	1	195	39	1	0
u45_54	unknown (45-54)	AT	Austria	Die Grünen Wien	Die Grünen Wien	88676876113	Facebook	4	1	188	42	1	0
u45_54	unknown (45-54)	AT	Austria	Barbara M. Thaler		1945277729020140	Facebook	11	1	185	39	1	0
u45_54	unknown (45-54)	AT	Austria	Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	6	1	179	46	2	0
u45_54	unknown (45-54)	AT	Austria	Willi Mernyi		257506474800121	Facebook	2	1	177	35	0	0
u45_54	unknown (45-54)	AT	Austria	NEOS Wien	NEOS Wien	580791221952500	Facebook	6	1	175	48	1	0
u45_54	unknown (45-54)	AT	Austria	Die Innsbrucker Grünen		185943534768550	Facebook	10	1	175	34	1	0
u45_54	unknown (45-54)	AT	Austria	KOMintern - Kommunistische Gewerkschaftsinitiative international		349319195158880	Facebook	3	1	175	33	1	0
u45_54	unknown (45-54)	AT	Austria	alles roger?		526014004225437	Facebook	3	1	173	37	1	0
u45_54	unknown (45-54)	AT	Austria	Attac Österreich		337062242856	Facebook	1	1	168	33	0	0
u45_54	unknown (45-54)	AT	Austria	POPO NUSS		1982336445409374	Facebook	4	1	168	37	1	0
u45_54	unknown (45-54)	AT	Austria	Mauthausen Komitee Österreich		148318641892845	Facebook	1	1	168	33	1	0
u45_54	unknown (45-54)	AT	Austria	ServusTV		248450014269	Facebook	3	1	162	32	0	0
u45_54	unknown (45-54)	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	17	1	159	55	1	0
u45_54	unknown (45-54)	AT	Austria	Solidar-Werkstatt Österreich		181812101834074	Facebook	1	1	159	31	1	0
u45_54	unknown (45-54)	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	5	1	158	57	0	0
u45_54	unknown (45-54)	AT	Austria	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	6	1	158	71	0	0
u45_54	unknown (45-54)	AT	Austria	NRC Flüchtlingshilfe Österreich		1860307574279839	Facebook	3	1	158	63	1	0
u45_54	unknown (45-54)	AT	Austria	Migration und Globalisierung		1602678099989178	Facebook	2	1	152	30	0	0
u45_54	unknown (45-54)	AT	Austria	Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	5	1	146	28	1	0
u45_54	unknown (45-54)	AT	Austria	Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	14	1	143	48	1	0
u45_54	unknown (45-54)	AT	Austria	Salzburger Volkspartei	Salzburger Volkspartei	243190742384882	Facebook	6	1	142	31	1	0
u45_54	unknown (45-54)	AT	Austria	Thomas Drozda	SPÖ	665544580263664	Facebook	16	1	137	37	1	0
u45_54	unknown (45-54)	AT	Austria	Ordensgemeinschaften Österreich		341397769286892	Facebook	3	1	136	39	0	0
u45_54	unknown (45-54)	AT	Austria	Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	25	1	135	34	2	0
u45_54	unknown (45-54)	AT	Austria	Irmgard Griss	Irmgard Griss	1505949083037195	Facebook	1	1	133	26	0	0
u45_54	unknown (45-54)	AT	Austria	Tiroler Volkspartei	Tiroler Volkspartei	217386655005525	Facebook	4	1	132	26	0	0
u45_54	unknown (45-54)	AT	Austria	Millennium City		138508402836297	Facebook	1	1	132	26	0	0
u45_54	unknown (45-54)	AT	Austria	GLB Steiermark		104964689633987	Facebook	2	1	131	32	0	0
u45_54	unknown (45-54)	AT	Austria	Daniela Holzinger-Vogtenhuber	NR KLUB JETZT	510291985696801	Facebook	3	1	130	33	0	0
u45_54	unknown (45-54)	AT	Austria	Team Kurz		1446536545429987	Facebook	1	1	126	63	0	0
u45_54	unknown (45-54)	AT	Austria	unzensuriert.at		61474458710	Facebook	2	1	122	24	1	0
u45_54	unknown (45-54)	AT	Austria	Thomas Waitz		235816017203590	Facebook	6	1	120	28	1	0
u45_54	unknown (45-54)	AT	Austria	Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	10	1	120	30	0	0
u45_54	unknown (45-54)	AT	Austria	Dr. Johannes Öhlböck		249601055090885	Facebook	3	1	118	23	1	0
