advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	85	1	34632	6800	756	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	6	1	18773	3755	371	0
DOM - Domovinska liga		571044543390810	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	5	1	15220	6063	198	0
European Parliament		178362315106	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	33	1	13680	5578	77	14
Patricija Šulin		1541413339429015	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	7	1	8416	3974	86	0
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	140	1	8333	2535	52	2
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	54	1	5260	1750	20	1
European Greens		141366725876424	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	38	1	3169	1459	10	3
Romana Tomc		1025408990823719	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	23	1	2867	669	8	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	28	1	2142	716	10	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	18	1	1901	425	6	0
Franc Bogovič		288826994603012	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	10	1	1357	455	3	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	14	1	951	286	3	0
Siemens Slovenija		393074441061448	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	11	1	817	163	3	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	10	1	722	140	4	0
Evropska komisija v Sloveniji		100107313369390	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	1	1	701	350	1	0
Neva Grašič		2235496013147745	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	13	1	669	168	4	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	4	1	599	223	3	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	4	1	582	196	1	0
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	37	1	387	60	19	0
Levica	Levica	285304408294792	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	19	1	363	77	5	0
European Commission		107898832590939	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	6	1	335	80	0	0
Lumar hiše		117782661584893	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	2	1	268	134	1	0
Povežimo se	Povežimo se	1212524292238625	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	10	1	261	77	2	0
NSi		111314452327761	Facebook	goriska_statistical_region	Goriška Statistical Region	SI	Slovenia	1	1	171	34	0	0
