advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ian Borg	Ian Borg	151496594943131	Facebook	m	male	MT	Malta	5	1	111115	23761	308	0
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	m	male	MT	Malta	2	1	74806	14961	441	73
European Parliament	European Parliament	178362315106	Facebook	m	male	MT	Malta	2	1	50224	10045	279	45
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	m	male	MT	Malta	1	1	37191	7438	73	0
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	m	male	MT	Malta	1	1	30798	6159	60	0
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	m	male	MT	Malta	12	1	27935	4908	822	0
David Casa	David Casa	193035580892638	Facebook	m	male	MT	Malta	1	1	19029	3806	37	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	m	male	MT	Malta	5	1	17144	5118	336	0
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	m	male	MT	Malta	8	1	16816	3007	474	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	m	male	MT	Malta	4	1	16631	5618	305	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	m	male	MT	Malta	5	1	16202	5000	262	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	m	male	MT	Malta	5	1	12430	2375	290	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	m	male	MT	Malta	4	1	10812	2064	253	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	m	male	MT	Malta	5	1	10517	1912	284	0
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	m	male	MT	Malta	5	1	6737	1081	239	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	m	male	MT	Malta	9	1	6305	0	624	0
Josef Caruana	Josef Caruana	166617437361908	Facebook	m	male	MT	Malta	2	1	5922	1184	117	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	m	male	MT	Malta	3	1	5499	810	223	0
Malta Independent	Malta Independent	480288348662981	Facebook	m	male	MT	Malta	5	1	5214	598	279	0
European Commission	European Commission	107898832590939	Facebook	m	male	MT	Malta	2	1	4134	2067	10	2
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	m	male	MT	Malta	1	1	4088	2044	10	2
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	m	male	MT	Malta	2	1	3259	574	95	0
Tabib Malcolm Paul Galea	Malcolm Paul Galea	558899981162708	Facebook	m	male	MT	Malta	1	1	2613	522	51	0
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	m	male	MT	Malta	1	1	2248	449	44	0
Common Sense	Peter Mercieca	144274229676499	Facebook	m	male	MT	Malta	1	1	710	0	70	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	m	male	MT	Malta	2	1	665	169	2	0
Anna Azzopardi	Ann Marie Azzopardi	380497969456408	Facebook	m	male	MT	Malta	1	1	641	0	63	0
Romilda Baldacchino Zarb	Romilda Baldacchino Zarb	295310111175191	Facebook	m	male	MT	Malta	1	1	597	0	59	0
