week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	EE	Estonia	225	52	747073	255888	4038	443
w019	Week 19	2019-05-06	2019-05-12	EE	Estonia	435	76	6121546	1972185	39296	4220
w018	Week 18	2019-04-29	2019-05-05	EE	Estonia	332	83	3908978	1492352	25691	4564
w017	Week 17	2019-04-22	2019-04-28	EE	Estonia	293	80	468472	143724	1934	129
w016	Week 16	2019-04-15	2019-04-21	EE	Estonia	303	95	919160	338242	3476	365
w015	Week 15	2019-04-08	2019-04-14	EE	Estonia	401	152	569969	173459	3498	208
w014	Week 14	2019-04-01	2019-04-07	EE	Estonia	325	149	421224	138247	2366	134
w013	Week 13	2019-03-25	2019-03-31	EE	Estonia	254	125	381218	136676	1667	242
w012	Week 12	2019-03-18	2019-03-24	EE	Estonia	245	114	509204	185679	2673	411
w011	Week 11	2019-03-11	2019-03-17	EE	Estonia	152	68	220077	81310	1188	186
w010	Week 10	2019-03-04	2019-03-10	EE	Estonia	171	58	241220	82629	867	41
w009	Week 9	2019-02-25	2019-03-03	EE	Estonia	101	50	339635	115967	1530	83
w008	Week 8	2019-02-18	2019-02-24	EE	Estonia	90	46	233366	78166	1158	92
w007	Week 7	2019-02-11	2019-02-17	EE	Estonia	58	35	119780	44036	610	42
w006	Week 6	2019-02-04	2019-02-10	EE	Estonia	55	28	123117	30771	563	9
w005	Week 5	2019-01-28	2019-02-03	EE	Estonia	64	24	30048	10236	355	2
w004	Week 4	2019-01-21	2019-01-27	EE	Estonia	53	19	23003	6096	571	0
w003	Week 3	2019-01-14	2019-01-20	EE	Estonia	65	23	34345	12381	566	17
w002	Week 2	2019-01-07	2019-01-13	EE	Estonia	45	19	45590	10496	435	0
w001	Week 1	2019-01-01	2019-01-06	EE	Estonia	30	12	39196	9895	445	1
