region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
bjelovar_bilogora_county	Bjelovar-Bilogora County	HR	Croatia	1542	385	97985	26346	482	6
brod_posavina_county	Brod-Posavina County	HR	Croatia	1645	417	140933	41629	712	13
dubrovnik_neretva_county	Dubrovnik-Neretva County	HR	Croatia	1792	465	153767	36224	805	6
istria_county	Istria County	HR	Croatia	1947	487	1085796	271454	4483	324
karlovac_county	Karlovac County	HR	Croatia	1615	401	36082	14098	256	6
koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	1560	380	21564	7514	163	5
krapina_zagorje_county	Krapina-Zagorje County	HR	Croatia	1509	363	68638	15878	249	3
lika_senj_county	Lika-Senj County	HR	Croatia	1290	319	42465	9098	83	0
medimurje_county	Međimurje County	HR	Croatia	1614	408	62345	24748	355	9
osijek_baranja_county	Osijek-Baranja County	HR	Croatia	1958	507	524239	159189	2183	89
pozega_slavonia_county	Požega-Slavonia County	HR	Croatia	1446	345	27677	8896	204	2
primorje_gorski_kotar_county	Primorje-Gorski Kotar County	HR	Croatia	2049	537	478885	121622	1875	51
sisak_moslavina_county	Sisak-Moslavina County	HR	Croatia	1617	395	41790	15365	149	10
split_dalmatia_county	Split-Dalmatia County	HR	Croatia	2093	556	859163	299453	2895	192
varazdin_county	Varaždin County	HR	Croatia	1750	422	128001	38555	1064	15
virovitica_podravina_county	Virovitica-Podravina County	HR	Croatia	1451	347	50407	18693	497	4
vukovar_srijem_county	Vukovar-Srijem County	HR	Croatia	1651	416	97805	37931	474	17
zadar_county	Zadar County	HR	Croatia	1808	469	64127	21505	181	13
zagreb	Zagreb	HR	Croatia	2474	631	4005319	1336520	15130	1230
zagreb_county	Zagreb County	HR	Croatia	1703	409	114604	32574	415	10
sibenik_knin_county	Šibenik-Knin County	HR	Croatia	1612	395	26900	8339	181	4
