gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	LT	Lithuania	390	64	11930460	4640729	54395	10099
m	male	LT	Lithuania	381	63	9767076	3841629	37833	7473
u	unknown	LT	Lithuania	366	62	67915	26796	299	52
