age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	AT	Austria	5522	417	9049234	3043158	76665	9047
18_24	18-24	AT	Austria	11165	1336	45875692	15994937	379276	52330
25_34	25-34	AT	Austria	11978	1479	49199531	17415195	444039	66871
35_44	35-44	AT	Austria	11650	1441	31152178	10771452	307992	45825
45_54	45-54	AT	Austria	11193	1386	26261817	8734342	278676	38716
55_64	55-64	AT	Austria	10178	1280	18466398	6008204	205905	26782
65_	65+	AT	Austria	8910	1129	10098701	3251016	115027	14836
