advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	CY	Cyprus	3	1	1023069	409228	1228	246
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	200k_500k	200k - 500k	CY	Cyprus	9	1	286679	114671	497	134
γυρίζουμε		278308089460720	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	221024	88409	2209	442
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	201395	80558	2013	402
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	200k_500k	200k - 500k	CY	Cyprus	8	1	129352	51741	121	40
VoteWatch Europe		355087424564148	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	125058	50023	179	68
EEA and Norway Grants		70937137362	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	118808	47523	23	0
European Greens	European Greens	141366725876424	Facebook	200k_500k	200k - 500k	CY	Cyprus	3	1	101056	40422	374	122
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	79026	31610	140	70
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	41751	16700	41	8
Hoxton Capital Management		353185345195139	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	32085	12834	74	37
EPP Group in the European Parliament		291699857688	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	27473	10989	27	5
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	200k_500k	200k - 500k	CY	Cyprus	3	1	23555	9422	151	30
European Youth Event		919232861444360	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	20039	8015	28	10
Give A Vote		2186129244970085	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	16017	6407	15	3
Guardian Weekly		64525551258	Facebook	200k_500k	200k - 500k	CY	Cyprus	3	1	14605	5842	16	3
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	9643	3857	1	0
Cecilia Malmström		258966159416	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	9513	3805	19	9
ADF International		382186268590822	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	3687	1475	4	1
Matthew Hussey		525275707491504	Facebook	200k_500k	200k - 500k	CY	Cyprus	3	1	2386	954	21	4
eToro		193863317737	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	2377	951	3	1
Unexplained Mysteries		259243241341132	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	2298	919	0	0
Columbia University in the City of New York		102471088936	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	1848	739	3	1
آزادی		2225999294109545	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	1819	727	0	0
Tuunes		992176580926495	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	1398	559	0	0
Stephen Webster		237837336581	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	1178	471	0	0
TRT World		1559901027613381	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	1077	431	0	0
ScienceDirect		1473969232915792	Facebook	200k_500k	200k - 500k	CY	Cyprus	2	1	801	320	0	0
Journal des Français à l'étranger		1193690844094654	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	348	139	0	0
Covestro		150793518281117	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	342	137	0	0
China Xinhua News		338109312883186	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	230	92	0	0
World Bank		153371894688575	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	220	88	0	0
Milaap		315603771494	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	103	41	0	0
The WorldPost		70242384902	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	74	30	0	0
Seaqual Friends		2009782872619352	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	62	25	0	0
Brut		1691667177798461	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	54	21	0	0
Harry Singha		35219798715	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	26	10	0	0
Civitas Maxima		1397642550542919	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	23	9	0	0
Rajiv Malhotra		137726233047389	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	19	8	0	0
Belqees.Rights		1755506971413470	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	14	5	0	0
Progressive Connexions		1603753072986150	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	9	3	0	0
Dorje Shugden		124479407593558	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	7	3	0	0
Delphinus		20411877802	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	7	2	0	0
The Intercept Brasil		1754956431459064	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	6	2	0	0
Ecogreen		2207467306235731	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	5	2	0	0
The Global People's Summit		342879886143094	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	4	2	0	0
Createus Media		2285504984811915	Facebook	200k_500k	200k - 500k	CY	Cyprus	1	1	2	1	0	0
