spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SE	Sweden	9510	1866	50353681	12729323	291736	73213
50_100	50 - 100	SE	Sweden	5763	1227	35812788	9844241	305390	63517
100_1k	100 - 1k	SE	Sweden	3005	602	94380808	34843349	829982	223851
1k_5k	1k - 5k	SE	Sweden	247	75	34197215	15596333	422177	94918
5k_10k	5k - 10k	SE	Sweden	16	11	1313781	652259	13653	6702
10k_50k	10k - 50k	SE	Sweden	1	1	12167	6083	541	108
