audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CZ	Czechia	5817	966	17312415	6207989	70806	16372
m18_24	male (18-24)	CZ	Czechia	5314	866	14741371	5425271	55269	14709
m35_44	male (35-44)	CZ	Czechia	6068	947	10694293	3553101	44487	10282
f18_24	female (18-24)	CZ	Czechia	5329	874	10582501	4000015	35827	10178
f25_34	female (25-34)	CZ	Czechia	6091	969	9573464	3392525	37280	8648
m45_54	male (45-54)	CZ	Czechia	5583	904	6442091	2105800	27126	6567
f35_44	female (35-44)	CZ	Czechia	6070	953	6392885	2198057	26076	6157
f45_54	female (45-54)	CZ	Czechia	5639	905	4805516	1617083	19497	4868
f55_64	female (55-64)	CZ	Czechia	4852	832	3988160	1249963	16942	4207
m55_64	male (55-64)	CZ	Czechia	4830	834	3425443	1038078	13811	3366
m65_	male (65+)	CZ	Czechia	4593	731	3356822	926688	15138	3356
f65_	female (65+)	CZ	Czechia	4315	719	3117028	948127	13516	3282
f13_17	female (13-17)	CZ	Czechia	550	186	865051	291486	1680	319
m13_17	male (13-17)	CZ	Czechia	519	177	818885	277804	1863	404
u25_34	unknown (25-34)	CZ	Czechia	4231	829	122110	43727	499	121
u35_44	unknown (35-44)	CZ	Czechia	4485	834	115860	39273	498	121
u18_24	unknown (18-24)	CZ	Czechia	3319	682	48838	17266	198	48
u45_54	unknown (45-54)	CZ	Czechia	3640	742	39850	13314	180	44
u65_	unknown (65+)	CZ	Czechia	2642	608	34142	10929	132	31
u55_64	unknown (55-64)	CZ	Czechia	2559	630	17190	5453	72	17
u13_17	unknown (13-17)	CZ	Czechia	356	143	3069	1000	7	1
