advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Johann Gudenus		104145976305577	Facebook	d003	2019-01-03	AT	Austria	8	1	25289	5032	132	16
European Parliament		178362315106	Facebook	d003	2019-01-03	AT	Austria	1	1	24999	12500	124	25
ARWAG - Eigentumswohnungen		146081282723233	Facebook	d003	2019-01-03	AT	Austria	2	1	14999	6000	99	19
Dominik Nepp		135953609780627	Facebook	d003	2019-01-03	AT	Austria	13	1	12117	3365	148	16
Plan International Österreich		115130990779	Facebook	d003	2019-01-03	AT	Austria	1	1	3225	1612	16	3
Mädels.reisen		2029674127313803	Facebook	d003	2019-01-03	AT	Austria	1	1	1289	257	2	0
Klang der Solidarität		385076005313967	Facebook	d003	2019-01-03	AT	Austria	1	1	725	362	6	0
Getsocialat		348037535258910	Facebook	d003	2019-01-03	AT	Austria	5	1	586	140	4	0
Udo Landbauer		494195290313	Facebook	d003	2019-01-03	AT	Austria	2	1	483	193	6	0
Andreas Schieder	SPÖ	290881691011354	Facebook	d003	2019-01-03	AT	Austria	2	1	324	64	3	0
Maximilian Krauss		590930261019192	Facebook	d003	2019-01-03	AT	Austria	4	1	128	0	12	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d003	2019-01-03	AT	Austria	1	1	64	12	0	0
Uni- Presse		432468573435743	Facebook	d003	2019-01-03	AT	Austria	2	1	23	9	0	0
Le Monde		14892757589	Facebook	d003	2019-01-03	AT	Austria	6	1	16	6	0	0
FT Transact		643057169228509	Facebook	d003	2019-01-03	AT	Austria	1	1	14	7	0	0
Soviet Visuals		1160495674016675	Facebook	d003	2019-01-03	AT	Austria	3	1	13	3	0	0
Stronger Together		583590448741201	Facebook	d003	2019-01-03	AT	Austria	3	1	9	2	0	0
THTC - The Hemp Trading Company		30239959348	Facebook	d003	2019-01-03	AT	Austria	2	1	1	0	0	0
HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	d003	2019-01-03	AT	Austria	2	1	1	0	0	0
Ведомости		184860593907	Facebook	d003	2019-01-03	AT	Austria	1	1	1	0	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	d003	2019-01-03	AT	Austria	3	1	0	0	0	0
Banque mondiale		155174084508744	Facebook	d003	2019-01-03	AT	Austria	2	1	0	0	0	0
Petition For A New Nobel Prize For The Fight Against Climate Change	Helene Costa - Petition For A New Nobel Prize For the Fight Against Climate Change	2412593152099304	Facebook	d003	2019-01-03	AT	Austria	1	1	0	0	0	0
YOGA BURN		146316959083110	Facebook	d003	2019-01-03	AT	Austria	2	1	0	0	0	0
Best Shopping Deals		519091928553063	Facebook	d003	2019-01-03	AT	Austria	1	1	0	0	0	0
Gentle Dental Clinic Crete		387716078000099	Facebook	d003	2019-01-03	AT	Austria	1	1	0	0	0	0
