day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d119	2019-04-29	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	326	1	1470343	312333	7336	1651
d119	2019-04-29	CZ	Czechia	European Parliament		178362315106	Facebook	10	1	1074996	516665	4371	2185
d119	2019-04-29	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	1	1	499998	200000	1943	388
d119	2019-04-29	CZ	Czechia	TOP 09	TOP 09	90002267161	Facebook	8	1	105237	36765	146	36
d119	2019-04-29	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	14	1	50725	10668	106	22
d119	2019-04-29	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	76	1	47051	16567	210	5
d119	2019-04-29	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	4	1	37498	10499	38	7
d119	2019-04-29	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	18	1	37020	11538	118	29
d119	2019-04-29	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	12	1	33434	9959	191	53
d119	2019-04-29	CZ	Czechia	Kialo		729627343834501	Facebook	26	1	29962	7421	113	13
d119	2019-04-29	CZ	Czechia	Daniel Herman		378072105614553	Facebook	6	1	18873	7732	22	7
d119	2019-04-29	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	4	1	18624	8075	42	21
d119	2019-04-29	CZ	Czechia	Tomáš Hanuš	Kricfalusi Jiri	298486534052289	Facebook	2	1	16999	3333	12	2
d119	2019-04-29	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	5	1	16249	4375	63	17
d119	2019-04-29	CZ	Czechia	Mladí lidovci Vysočina	Palan Jan	282033615295005	Facebook	2	1	14999	3000	58	11
d119	2019-04-29	CZ	Czechia	Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	5	1	14972	2982	1	0
d119	2019-04-29	CZ	Czechia	Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	3	1	12015	3153	41	8
d119	2019-04-29	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	2	1	11249	2250	43	8
d119	2019-04-29	CZ	Czechia	Jindřich Vobořil - kandidát do europarlamentu	ODS - Občanská demokratická strana	751475201891213	Facebook	6	1	9662	1333	37	5
d119	2019-04-29	CZ	Czechia	Minidotaznik.cz		432692927273545	Facebook	1	1	9614	3845	17	8
d119	2019-04-29	CZ	Czechia	Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	2	1	9166	1833	35	7
d119	2019-04-29	CZ	Czechia	Pravý břeh	Pravý břeh, z.s.	545254525495201	Facebook	1	1	8333	1666	32	6
d119	2019-04-29	CZ	Czechia	Soukromníci  - Strana soukromníků České republiky		106046725258	Facebook	1	1	8333	1666	32	6
d119	2019-04-29	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	4	1	8258	1839	21	5
d119	2019-04-29	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	7	1	6470	1624	24	6
d119	2019-04-29	CZ	Czechia	Marek Ženíšek	TOP 09	523450094407778	Facebook	1	1	6249	1250	24	4
d119	2019-04-29	CZ	Czechia	Vědci pro Českou republiku		366846114139594	Facebook	1	1	6249	1249	24	4
d119	2019-04-29	CZ	Czechia	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	4	1	4834	1323	8	3
d119	2019-04-29	CZ	Czechia	ODA		764700610326484	Facebook	1	1	4545	909	17	3
d119	2019-04-29	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	1	1	4166	833	16	3
d119	2019-04-29	CZ	Czechia	Národní Noviny	Hrubon Rudolf	267806570729225	Facebook	6	1	3732	600	5	0
d119	2019-04-29	CZ	Czechia	Stanislav Polčák		532219183564760	Facebook	1	1	3333	666	2	1
d119	2019-04-29	CZ	Czechia	Agrární demokratická strana - ADS		2178756145719927	Facebook	1	1	2941	588	2	1
d119	2019-04-29	CZ	Czechia	Info.cz		1269502056393120	Facebook	5	1	2856	547	12	2
d119	2019-04-29	CZ	Czechia	Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	2	1	2832	1250	11	2
d119	2019-04-29	CZ	Czechia	Peak.cz		378827025796132	Facebook	1	1	2777	555	2	1
d119	2019-04-29	CZ	Czechia	Radim Sršeň		201535993705342	Facebook	1	1	2775	555	10	2
d119	2019-04-29	CZ	Czechia	Matěj Trávníček		1674881296142473	Facebook	5	1	2631	1315	10	5
d119	2019-04-29	CZ	Czechia	Piráti - Mladá Boleslav		590698724378598	Facebook	2	1	2380	476	9	1
d119	2019-04-29	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	16	1	2222	511	6	1
d119	2019-04-29	CZ	Czechia	Foodpowerr		625107021262384	Facebook	1	1	1916	383	17	3
d119	2019-04-29	CZ	Czechia	Svoboda a přímá demokracie Tomio Okamura Liberecký kraj - SPD		1439143123070953	Facebook	1	1	1851	370	7	1
d119	2019-04-29	CZ	Czechia	Biooo - přírodní kosmetika		168384613213781	Facebook	4	1	1823	344	1	0
d119	2019-04-29	CZ	Czechia	Egomotion	Sklenar Jan	342123489585393	Facebook	1	1	1785	357	1	0
d119	2019-04-29	CZ	Czechia	Guardian Weekly		64525551258	Facebook	4	1	1734	705	3	0
d119	2019-04-29	CZ	Czechia	Arte		656089814494677	Facebook	6	1	1701	713	5	0
d119	2019-04-29	CZ	Czechia	Epochaplus		877641865619216	Facebook	1	1	1666	333	1	0
d119	2019-04-29	CZ	Czechia	David Bartas	Bartas David	896486153741991	Facebook	3	1	1498	0	5	0
d119	2019-04-29	CZ	Czechia	David Repecký		436000576547172	Facebook	1	1	1249	249	22	0
d119	2019-04-29	CZ	Czechia	SPD  - Příbramsko		213791518974717	Facebook	1	1	1249	625	24	4
d119	2019-04-29	CZ	Czechia	NeuroLeadership		1421078134830253	Facebook	1	1	999	0	3	0
d119	2019-04-29	CZ	Czechia	120 dnů sodomy		329642711236010	Facebook	1	1	987	197	17	0
d119	2019-04-29	CZ	Czechia	TOP 09 - Liberecký kraj		316563285803	Facebook	2	1	839	142	3	0
d119	2019-04-29	CZ	Czechia	Mansoor Maitah		1034382646741170	Facebook	6	1	797	234	4	2
d119	2019-04-29	CZ	Czechia	I Love Crowdfunding Projects		112683756154005	Facebook	5	1	760	322	4	0
d119	2019-04-29	CZ	Czechia	Moravské zemské hnutí		223701741482175	Facebook	1	1	666	333	2	1
d119	2019-04-29	CZ	Czechia	Forexmag		188990765060204	Facebook	1	1	624	125	2	0
d119	2019-04-29	CZ	Czechia	KSČM - S lidmi pro lidi na Kroměřížsku		165140686832929	Facebook	1	1	555	111	2	0
d119	2019-04-29	CZ	Czechia	Eva Decroix		567229570370422	Facebook	1	1	526	263	2	1
d119	2019-04-29	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	13	1	516	72	2	0
d119	2019-04-29	CZ	Czechia	Odpady-portal.sk		283025969119	Facebook	1	1	454	90	9	0
d119	2019-04-29	CZ	Czechia	European Young Leaders - EYL40		227054030686626	Facebook	1	1	361	72	0	0
d119	2019-04-29	CZ	Czechia	TOP 09 Dobruška		143655455670113	Facebook	1	1	356	71	1	0
