day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d146	2019-05-26	CZ	Czechia	129	50	997478	385596	8056	1649
d145	2019-05-25	CZ	Czechia	621	110	5392285	2018266	30475	7749
d144	2019-05-24	CZ	Czechia	931	150	6995467	2554121	36664	9328
d143	2019-05-23	CZ	Czechia	983	154	6055827	2092529	30027	7394
d142	2019-05-22	CZ	Czechia	850	152	5139023	1845742	25025	5777
d141	2019-05-21	CZ	Czechia	722	140	4203319	1511543	21733	4909
d140	2019-05-20	CZ	Czechia	563	118	6865458	2933590	31626	11423
d139	2019-05-19	CZ	Czechia	271	78	1570652	530422	5902	1679
d138	2019-05-18	CZ	Czechia	173	53	1315847	476688	3090	861
d137	2019-05-17	CZ	Czechia	104	27	297363	105883	1400	339
