spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	SK	Slovakia	5429	720	47686927	12074008	396016	125
50_100	50 - 100	SK	Slovakia	5560	681	496578	139739	3114	344
100_1k	100 - 1k	SK	Slovakia	1135	304	39799539	16073657	180995	46846
1k_5k	1k - 5k	SK	Slovakia	105	38	12447760	5902234	78266	15763
5k_10k	5k - 10k	SK	Slovakia	6	5	9702	4851	260	64
10k_50k	10k - 50k	SK	Slovakia	1	1	6818	3409	303	60
