gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	NL	Netherlands	7677	1683	77475455	30634701	643483	130863
m	male	NL	Netherlands	7217	1617	64811520	25594161	521336	102192
u	unknown	NL	Netherlands	6385	1494	529870	198880	4792	858
